,flight_id,people_onboard,passengers_onboard,crew_onboard,people_dead,passenger_dead,crew_dead,ground,total_fatalities
1389,1389,25.0,22.0,3.0,7.0,5.0,2.0,0.0,7.0
1390,1390,30.0,27.0,3.0,30.0,27.0,3.0,0.0,30.0
1391,1391,10.0,5.0,5.0,8.0,4.0,4.0,0.0,8.0
1392,1392,43.0,37.0,6.0,43.0,37.0,6.0,0.0,43.0
1393,1393,10.0,0.0,10.0,10.0,0.0,10.0,0.0,10.0
1394,1394,18.0,13.0,5.0,18.0,13.0,5.0,0.0,18.0
1395,1395,19.0,16.0,3.0,2.0,1.0,1.0,0.0,2.0
1396,1396,20.0,17.0,3.0,19.0,16.0,3.0,0.0,19.0
1397,1397,7.0,2.0,5.0,6.0,1.0,5.0,,
1398,1398,34.0,28.0,6.0,0.0,0.0,0.0,2.0,2.0
1399,1399,20.0,16.0,11.0,20.0,16.0,11.0,0.0,20.0
1400,1400,18.0,12.0,6.0,18.0,12.0,6.0,0.0,18.0
1401,1401,17.0,14.0,3.0,9.0,6.0,3.0,0.0,9.0
1402,1402,7.0,5.0,2.0,7.0,5.0,2.0,0.0,7.0
1403,1403,34.0,31.0,3.0,34.0,31.0,3.0,0.0,34.0
1404,1404,17.0,10.0,7.0,17.0,10.0,7.0,0.0,17.0
1405,1405,129.0,122.0,7.0,129.0,122.0,7.0,0.0,129.0
1406,1406,58.0,50.0,8.0,58.0,50.0,8.0,0.0,58.0
1407,1407,46.0,40.0,6.0,44.0,39.0,5.0,0.0,44.0
1408,1408,21.0,15.0,6.0,21.0,15.0,6.0,0.0,21.0
1409,1409,42.0,34.0,8.0,4.0,4.0,0.0,0.0,4.0
1410,1410,25.0,21.0,4.0,1.0,1.0,0.0,0.0,1.0
1411,1411,23.0,0.0,23.0,19.0,0.0,19.0,0.0,19.0
1412,1412,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
1413,1413,42.0,33.0,9.0,42.0,33.0,9.0,0.0,42.0
1414,1414,21.0,19.0,2.0,21.0,19.0,2.0,0.0,21.0
1415,1415,3.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0
1416,1416,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0
1417,1417,28.0,25.0,3.0,28.0,25.0,3.0,0.0,28.0
1418,1418,21.0,16.0,5.0,5.0,1.0,4.0,0.0,5.0
1419,1419,41.0,38.0,3.0,25.0,22.0,3.0,0.0,25.0
1420,1420,44.0,40.0,4.0,44.0,40.0,4.0,0.0,44.0
1421,1421,7.0,0.0,7.0,2.0,0.0,2.0,0.0,2.0
1422,1422,27.0,22.0,5.0,2.0,2.0,0.0,0.0,2.0
1423,1423,21.0,18.0,3.0,21.0,18.0,3.0,0.0,21.0
1424,1424,32.0,27.0,5.0,22.0,17.0,5.0,,
1425,1425,19.0,11.0,8.0,19.0,11.0,8.0,0.0,19.0
1426,1426,16.0,11.0,5.0,15.0,10.0,5.0,0.0,15.0
1427,1427,28.0,25.0,3.0,28.0,25.0,3.0,0.0,28.0
1428,1428,10.0,0.0,10.0,10.0,0.0,10.0,0.0,10.0
1429,1429,33.0,28.0,5.0,23.0,22.0,1.0,0.0,23.0
1430,1430,14.0,10.0,4.0,13.0,10.0,3.0,0.0,13.0
1431,1431,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
1432,1432,6.0,5.0,1.0,6.0,5.0,1.0,,
1433,1433,16.0,6.0,10.0,11.0,5.0,6.0,8.0,19.0
1434,1434,44.0,41.0,3.0,1.0,1.0,0.0,0.0,1.0
1435,1435,15.0,,,9.0,,,0.0,9.0
1436,1436,21.0,,,21.0,,,0.0,21.0
1437,1437,10.0,5.0,5.0,4.0,2.0,2.0,0.0,4.0
1438,1438,17.0,13.0,4.0,16.0,12.0,4.0,0.0,16.0
1439,1439,35.0,29.0,6.0,35.0,29.0,6.0,0.0,35.0
1440,1440,21.0,18.0,3.0,21.0,18.0,3.0,0.0,21.0
1441,1441,18.0,14.0,4.0,13.0,9.0,4.0,0.0,13.0
1442,1442,1.0,0.0,1.0,1.0,0.0,1.0,6.0,7.0
1443,1443,16.0,9.0,7.0,16.0,9.0,7.0,0.0,16.0
1444,1444,3.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0
1445,1445,35.0,30.0,5.0,35.0,30.0,5.0,0.0,35.0
1446,1446,16.0,0.0,16.0,10.0,0.0,10.0,0.0,10.0
1447,1447,10.0,0.0,10.0,10.0,0.0,10.0,0.0,10.0
1448,1448,3.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0
1449,1449,9.0,6.0,3.0,9.0,6.0,3.0,0.0,9.0
1450,1450,20.0,18.0,2.0,20.0,18.0,2.0,0.0,20.0
1451,1451,,,,,,,,
1452,1452,40.0,31.0,9.0,33.0,31.0,2.0,0.0,33.0
1453,1453,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
1454,1454,18.0,12.0,6.0,18.0,12.0,6.0,0.0,18.0
1455,1455,18.0,15.0,3.0,18.0,15.0,3.0,0.0,18.0
1456,1456,25.0,20.0,5.0,25.0,20.0,5.0,0.0,25.0
1457,1457,4.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0
1458,1458,21.0,14.0,7.0,21.0,14.0,7.0,0.0,21.0
1459,1459,36.0,31.0,5.0,36.0,31.0,5.0,1.0,37.0
1460,1460,14.0,9.0,5.0,14.0,9.0,5.0,0.0,14.0
1461,1461,23.0,20.0,3.0,16.0,13.0,3.0,0.0,16.0
1462,1462,25.0,21.0,4.0,25.0,21.0,4.0,0.0,25.0
1463,1463,11.0,8.0,3.0,5.0,3.0,2.0,0.0,5.0
1464,1464,28.0,26.0,2.0,3.0,3.0,0.0,0.0,3.0
1465,1465,19.0,16.0,3.0,19.0,16.0,3.0,0.0,19.0
1466,1466,4.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0
1467,1467,3.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0
1468,1468,4.0,2.0,2.0,4.0,2.0,2.0,0.0,4.0
1469,1469,9.0,5.0,4.0,3.0,3.0,0.0,0.0,3.0
1470,1470,24.0,20.0,4.0,24.0,20.0,4.0,0.0,24.0
1471,1471,18.0,12.0,6.0,10.0,8.0,2.0,0.0,10.0
1472,1472,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
1473,1473,30.0,21.0,9.0,30.0,21.0,9.0,0.0,30.0
1474,1474,3.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0
1475,1475,55.0,51.0,4.0,47.0,46.0,1.0,0.0,47.0
1476,1476,19.0,16.0,3.0,12.0,10.0,2.0,0.0,12.0
1477,1477,21.0,12.0,9.0,21.0,12.0,9.0,0.0,21.0
1478,1478,27.0,22.0,5.0,26.0,21.0,5.0,1.0,27.0
1479,1479,27.0,23.0,4.0,26.0,23.0,3.0,0.0,26.0
1480,1480,56.0,46.0,10.0,28.0,25.0,3.0,0.0,28.0
1481,1481,26.0,22.0,4.0,6.0,6.0,0.0,0.0,6.0
1482,1482,4.0,0.0,4.0,3.0,0.0,3.0,0.0,3.0
1483,1483,29.0,24.0,5.0,29.0,24.0,5.0,0.0,29.0
1484,1484,21.0,18.0,3.0,21.0,18.0,3.0,0.0,21.0
1485,1485,16.0,13.0,3.0,16.0,13.0,3.0,0.0,16.0
1486,1486,42.0,21.0,21.0,42.0,21.0,21.0,0.0,42.0
1487,1487,8.0,0.0,8.0,3.0,0.0,3.0,0.0,3.0
1488,1488,24.0,21.0,3.0,24.0,21.0,3.0,0.0,24.0
1489,1489,7.0,3.0,4.0,2.0,0.0,2.0,0.0,2.0
1490,1490,29.0,25.0,4.0,29.0,25.0,4.0,0.0,29.0
1491,1491,4.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0
1492,1492,32.0,22.0,10.0,26.0,16.0,10.0,0.0,26.0
1493,1493,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
1494,1494,28.0,23.0,5.0,10.0,9.0,1.0,0.0,10.0
1495,1495,36.0,25.0,11.0,28.0,24.0,4.0,0.0,28.0
1496,1496,17.0,14.0,3.0,17.0,14.0,3.0,0.0,17.0
1497,1497,12.0,,,12.0,,,0.0,12.0
1498,1498,18.0,,,18.0,,,0.0,18.0
1499,1499,15.0,10.0,5.0,15.0,10.0,5.0,0.0,15.0
1500,1500,5.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0
1501,1501,39.0,36.0,3.0,0.0,0.0,0.0,0.0,0.0
1502,1502,5.0,4.0,1.0,5.0,4.0,1.0,0.0,5.0
1503,1503,10.0,6.0,4.0,10.0,6.0,4.0,0.0,10.0
1504,1504,13.0,9.0,4.0,13.0,9.0,4.0,0.0,13.0
1505,1505,29.0,21.0,8.0,29.0,21.0,8.0,0.0,29.0
1506,1506,16.0,13.0,3.0,16.0,13.0,3.0,0.0,16.0
1507,1507,26.0,21.0,5.0,1.0,0.0,1.0,0.0,1.0
1508,1508,7.0,4.0,3.0,6.0,4.0,2.0,,
1509,1509,21.0,18.0,3.0,5.0,4.0,1.0,0.0,5.0
1510,1510,6.0,4.0,2.0,6.0,4.0,2.0,,
1511,1511,26.0,23.0,3.0,26.0,23.0,3.0,0.0,26.0
1512,1512,8.0,5.0,3.0,8.0,5.0,3.0,0.0,8.0
1513,1513,35.0,32.0,3.0,13.0,11.0,2.0,0.0,13.0
1514,1514,66.0,57.0,9.0,66.0,57.0,9.0,0.0,66.0
1515,1515,23.0,15.0,8.0,4.0,2.0,2.0,0.0,4.0
1516,1516,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
1517,1517,3.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0
1518,1518,19.0,11.0,8.0,19.0,11.0,8.0,0.0,19.0
1519,1519,14.0,10.0,4.0,12.0,9.0,3.0,0.0,12.0
1520,1520,20.0,16.0,4.0,20.0,16.0,4.0,0.0,20.0
1521,1521,16.0,13.0,3.0,4.0,4.0,0.0,0.0,4.0
1522,1522,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
1523,1523,3.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0
1524,1524,24.0,14.0,10.0,16.0,9.0,7.0,0.0,16.0
1525,1525,39.0,36.0,3.0,18.0,18.0,0.0,0.0,18.0
1526,1526,22.0,19.0,3.0,22.0,19.0,3.0,0.0,22.0
1527,1527,43.0,40.0,3.0,22.0,20.0,2.0,0.0,22.0
1528,1528,58.0,51.0,7.0,58.0,51.0,7.0,0.0,58.0
1529,1529,30.0,27.0,3.0,30.0,27.0,3.0,0.0,30.0
1530,1530,25.0,20.0,5.0,25.0,20.0,5.0,0.0,25.0
1531,1531,67.0,57.0,10.0,67.0,57.0,10.0,0.0,67.0
1532,1532,13.0,9.0,4.0,13.0,9.0,4.0,0.0,13.0
1533,1533,3.0,0.0,3.0,2.0,0.0,2.0,0.0,2.0
1534,1534,12.0,9.0,3.0,12.0,9.0,3.0,0.0,12.0
1535,1535,33.0,30.0,3.0,2.0,0.0,2.0,1.0,3.0
1536,1536,16.0,8.0,8.0,16.0,8.0,8.0,0.0,16.0
1537,1537,6.0,4.0,2.0,2.0,1.0,1.0,0.0,2.0
1538,1538,47.0,40.0,7.0,15.0,13.0,2.0,0.0,15.0
1539,1539,5.0,0.0,5.0,3.0,0.0,3.0,0.0,3.0
1540,1540,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0
1541,1541,35.0,31.0,4.0,19.0,15.0,4.0,0.0,19.0
1542,1542,66.0,63.0,3.0,66.0,63.0,3.0,0.0,66.0
1543,1543,29.0,25.0,4.0,7.0,6.0,1.0,0.0,7.0
1544,1544,44.0,39.0,5.0,44.0,39.0,5.0,0.0,44.0
1545,1545,14.0,10.0,4.0,14.0,10.0,4.0,0.0,14.0
1546,1546,74.0,70.0,4.0,28.0,27.0,1.0,0.0,28.0
1547,1547,11.0,2.0,9.0,10.0,2.0,8.0,0.0,10.0
1548,1548,10.0,0.0,10.0,10.0,0.0,10.0,0.0,10.0
1549,1549,6.0,4.0,2.0,6.0,4.0,2.0,0.0,6.0
1550,1550,21.0,16.0,5.0,21.0,16.0,5.0,0.0,21.0
1551,1551,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
1552,1552,26.0,,,26.0,,,0.0,26.0
1553,1553,17.0,12.0,5.0,17.0,12.0,5.0,0.0,17.0
1554,1554,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0
1555,1555,18.0,15.0,3.0,4.0,1.0,3.0,0.0,4.0
1556,1556,26.0,23.0,3.0,22.0,19.0,3.0,0.0,22.0
1557,1557,3.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0
1558,1558,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
1559,1559,3.0,0.0,3.0,2.0,0.0,2.0,0.0,2.0
1560,1560,40.0,35.0,5.0,40.0,35.0,5.0,0.0,40.0
1561,1561,50.0,45.0,5.0,50.0,45.0,5.0,0.0,50.0
1562,1562,64.0,55.0,9.0,52.0,49.0,3.0,0.0,52.0
1563,1563,19.0,16.0,3.0,19.0,16.0,3.0,0.0,19.0
1564,1564,3.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0
1565,1565,21.0,18.0,3.0,2.0,2.0,0.0,0.0,2.0
1566,1566,3.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0
1567,1567,3.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0
1568,1568,19.0,17.0,2.0,19.0,17.0,2.0,0.0,19.0
1569,1569,36.0,33.0,3.0,22.0,21.0,1.0,0.0,22.0
1570,1570,38.0,32.0,6.0,5.0,4.0,1.0,0.0,5.0
1571,1571,6.0,5.0,1.0,6.0,5.0,1.0,0.0,6.0
1572,1572,12.0,7.0,5.0,3.0,1.0,2.0,0.0,3.0
1573,1573,54.0,49.0,5.0,2.0,2.0,0.0,0.0,2.0
1574,1574,31.0,28.0,3.0,14.0,14.0,0.0,1.0,15.0
1575,1575,2.0,0.0,2.0,2.0,0.0,2.0,13.0,15.0
1576,1576,31.0,28.0,3.0,30.0,27.0,3.0,0.0,30.0
1577,1577,,,,1.0,1.0,,0.0,1.0
1578,1578,74.0,64.0,10.0,74.0,64.0,10.0,0.0,74.0
1579,1579,45.0,38.0,7.0,32.0,29.0,3.0,0.0,32.0
1580,1580,128.0,117.0,11.0,128.0,117.0,11.0,0.0,128.0
1581,1581,35.0,31.0,4.0,1.0,1.0,0.0,0.0,1.0
1582,1582,66.0,56.0,10.0,46.0,38.0,8.0,0.0,46.0
1583,1583,4.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0
1584,1584,18.0,14.0,4.0,18.0,14.0,4.0,0.0,18.0
1585,1585,22.0,18.0,4.0,12.0,9.0,3.0,0.0,12.0
1586,1586,22.0,14.0,8.0,15.0,11.0,4.0,0.0,15.0
1587,1587,57.0,53.0,4.0,1.0,1.0,0.0,0.0,1.0
1588,1588,18.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0
1589,1589,5.0,4.0,1.0,5.0,4.0,1.0,0.0,5.0
1590,1590,59.0,50.0,9.0,59.0,50.0,9.0,0.0,59.0
1591,1591,31.0,24.0,7.0,0.0,0.0,0.0,0.0,0.0
1592,1592,3.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0
1593,1593,16.0,12.0,4.0,16.0,12.0,4.0,0.0,16.0
1594,1594,80.0,74.0,6.0,7.0,5.0,2.0,0.0,7.0
1595,1595,12.0,10.0,2.0,2.0,1.0,1.0,0.0,2.0
1596,1596,25.0,20.0,5.0,25.0,20.0,5.0,0.0,25.0
1597,1597,36.0,33.0,3.0,36.0,33.0,3.0,0.0,36.0
1598,1598,35.0,25.0,10.0,34.0,24.0,10.0,8.0,42.0
1599,1599,23.0,18.0,5.0,23.0,18.0,5.0,0.0,23.0
1600,1600,25.0,18.0,7.0,25.0,18.0,7.0,0.0,25.0
1601,1601,16.0,11.0,5.0,14.0,10.0,4.0,0.0,14.0
1602,1602,62.0,59.0,3.0,62.0,59.0,3.0,0.0,62.0
1603,1603,5.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0
1604,1604,30.0,27.0,3.0,3.0,1.0,2.0,0.0,3.0
1605,1605,21.0,17.0,4.0,21.0,17.0,4.0,0.0,21.0
1606,1606,38.0,31.0,7.0,12.0,12.0,0.0,0.0,12.0
1607,1607,10.0,7.0,3.0,1.0,1.0,0.0,0.0,1.0
1608,1608,33.0,29.0,4.0,17.0,15.0,2.0,1.0,18.0
1609,1609,16.0,13.0,3.0,16.0,13.0,3.0,0.0,16.0
1610,1610,70.0,60.0,10.0,2.0,1.0,1.0,0.0,2.0
1611,1611,6.0,0.0,6.0,5.0,0.0,5.0,3.0,8.0
1612,1612,101.0,95.0,6.0,21.0,21.0,0.0,0.0,21.0
1613,1613,159.0,149.0,10.0,22.0,19.0,3.0,0.0,22.0
1614,1614,5.0,2.0,3.0,5.0,2.0,3.0,0.0,5.0
1615,1615,17.0,15.0,2.0,17.0,15.0,2.0,0.0,17.0
1616,1616,22.0,17.0,5.0,18.0,15.0,3.0,2.0,20.0
1617,1617,15.0,12.0,3.0,15.0,12.0,3.0,0.0,15.0
1618,1618,20.0,15.0,5.0,20.0,15.0,5.0,2.0,22.0
1619,1619,25.0,22.0,3.0,24.0,21.0,3.0,0.0,24.0
1620,1620,19.0,16.0,3.0,19.0,16.0,3.0,0.0,19.0
1621,1621,67.0,57.0,10.0,67.0,57.0,10.0,0.0,67.0
1622,1622,40.0,35.0,5.0,40.0,35.0,5.0,0.0,40.0
1623,1623,34.0,30.0,4.0,34.0,30.0,4.0,0.0,34.0
1624,1624,30.0,26.0,4.0,26.0,23.0,3.0,0.0,26.0
1625,1625,3.0,0.0,3.0,3.0,0.0,3.0,1.0,4.0
1626,1626,24.0,21.0,3.0,24.0,21.0,3.0,0.0,24.0
1627,1627,,,,1.0,1.0,0.0,0.0,1.0
1628,1628,35.0,30.0,5.0,34.0,29.0,5.0,0.0,34.0
1629,1629,3.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0
1630,1630,37.0,32.0,5.0,37.0,32.0,5.0,0.0,37.0
1631,1631,3.0,0.0,3.0,2.0,0.0,2.0,0.0,2.0
1632,1632,2.0,0.0,2.0,2.0,0.0,2.0,3.0,5.0
1633,1633,16.0,11.0,5.0,16.0,11.0,5.0,0.0,16.0
1634,1634,13.0,8.0,5.0,9.0,5.0,4.0,0.0,9.0
1635,1635,9.0,0.0,9.0,9.0,0.0,9.0,0.0,9.0
1636,1636,3.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0
1637,1637,18.0,15.0,3.0,14.0,12.0,2.0,0.0,14.0
1638,1638,,,,6.0,,,,
1639,1639,24.0,20.0,4.0,24.0,20.0,4.0,0.0,24.0
1640,1640,4.0,2.0,2.0,4.0,2.0,2.0,,
1641,1641,68.0,59.0,9.0,58.0,49.0,9.0,0.0,58.0
1642,1642,16.0,9.0,7.0,16.0,9.0,7.0,0.0,16.0
1643,1643,16.0,13.0,3.0,1.0,1.0,0.0,0.0,1.0
1644,1644,79.0,73.0,6.0,79.0,73.0,6.0,0.0,79.0
1645,1645,23.0,18.0,5.0,23.0,18.0,5.0,0.0,23.0
1646,1646,8.0,0.0,8.0,8.0,0.0,8.0,0.0,8.0
1647,1647,12.0,9.0,3.0,12.0,9.0,3.0,0.0,12.0
1648,1648,8.0,5.0,3.0,8.0,5.0,3.0,0.0,8.0
1649,1649,24.0,21.0,3.0,12.0,10.0,2.0,0.0,12.0
1650,1650,35.0,30.0,5.0,1.0,0.0,1.0,0.0,1.0
1651,1651,3.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0
1652,1652,3.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0
1653,1653,27.0,22.0,5.0,27.0,22.0,5.0,0.0,27.0
1654,1654,27.0,23.0,4.0,27.0,23.0,4.0,0.0,27.0
1655,1655,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
1656,1656,7.0,5.0,2.0,7.0,5.0,2.0,0.0,7.0
1657,1657,21.0,17.0,4.0,21.0,17.0,4.0,0.0,21.0
1658,1658,3.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0
1659,1659,10.0,3.0,7.0,7.0,0.0,6.0,1.0,8.0
1660,1660,16.0,10.0,6.0,4.0,1.0,3.0,0.0,4.0
1661,1661,15.0,0.0,15.0,15.0,0.0,15.0,0.0,15.0
1662,1662,44.0,36.0,8.0,44.0,36.0,8.0,0.0,44.0
1663,1663,58.0,50.0,8.0,43.0,35.0,8.0,0.0,43.0
1664,1664,4.0,2.0,2.0,4.0,2.0,2.0,0.0,4.0
1665,1665,4.0,2.0,2.0,4.0,2.0,2.0,0.0,4.0
1666,1666,61.0,55.0,6.0,61.0,55.0,6.0,0.0,61.0
1667,1667,10.0,7.0,3.0,3.0,3.0,0.0,0.0,3.0
1668,1668,12.0,11.0,1.0,2.0,1.0,1.0,0.0,2.0
1669,1669,27.0,22.0,5.0,27.0,22.0,5.0,0.0,27.0
1670,1670,4.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0
1671,1671,23.0,19.0,4.0,19.0,16.0,3.0,0.0,19.0
1672,1672,50.0,44.0,6.0,9.0,1.0,8.0,0.0,9.0
1673,1673,3.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0
1674,1674,11.0,8.0,3.0,11.0,8.0,3.0,0.0,11.0
1675,1675,73.0,68.0,5.0,5.0,3.0,2.0,0.0,5.0
1676,1676,41.0,35.0,6.0,41.0,35.0,6.0,1.0,42.0
1677,1677,44.0,38.0,6.0,23.0,21.0,2.0,0.0,23.0
1678,1678,16.0,14.0,2.0,16.0,14.0,2.0,0.0,16.0
1679,1679,15.0,12.0,3.0,15.0,12.0,3.0,0.0,15.0
1680,1680,21.0,13.0,8.0,1.0,0.0,1.0,0.0,1.0
1681,1681,22.0,0.0,22.0,22.0,0.0,22.0,0.0,22.0
1682,1682,42.0,39.0,3.0,35.0,35.0,0.0,0.0,35.0
1683,1683,26.0,22.0,4.0,8.0,4.0,4.0,0.0,8.0
1684,1684,26.0,19.0,7.0,26.0,19.0,7.0,0.0,26.0
1685,1685,4.0,2.0,2.0,4.0,2.0,2.0,0.0,4.0
1686,1686,20.0,16.0,4.0,20.0,16.0,4.0,0.0,20.0
1687,1687,24.0,19.0,5.0,9.0,9.0,0.0,0.0,9.0
1688,1688,18.0,13.0,5.0,18.0,13.0,5.0,0.0,18.0
1689,1689,14.0,12.0,2.0,3.0,3.0,0.0,0.0,3.0
1690,1690,47.0,44.0,3.0,47.0,44.0,3.0,0.0,47.0
1691,1691,32.0,29.0,3.0,32.0,29.0,3.0,0.0,32.0
1692,1692,16.0,14.0,2.0,16.0,14.0,2.0,0.0,16.0
1693,1693,49.0,42.0,7.0,49.0,42.0,7.0,0.0,49.0
1694,1694,38.0,32.0,6.0,21.0,17.0,4.0,2.0,23.0
1695,1695,3.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0
1696,1696,69.0,60.0,9.0,65.0,56.0,9.0,0.0,65.0
1697,1697,13.0,7.0,6.0,12.0,7.0,5.0,0.0,12.0
1698,1698,5.0,0.0,5.0,4.0,0.0,4.0,0.0,4.0
1699,1699,4.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0
1700,1700,15.0,12.0,3.0,15.0,12.0,3.0,0.0,15.0
1701,1701,57.0,49.0,8.0,1.0,1.0,0.0,0.0,1.0
1702,1702,45.0,38.0,7.0,45.0,38.0,7.0,0.0,45.0
1703,1703,3.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0
1704,1704,24.0,20.0,4.0,24.0,20.0,4.0,0.0,24.0
1705,1705,26.0,21.0,5.0,21.0,16.0,5.0,0.0,21.0
1706,1706,7.0,4.0,3.0,5.0,3.0,2.0,0.0,5.0
1707,1707,15.0,8.0,7.0,15.0,8.0,7.0,0.0,15.0
1708,1708,3.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0
1709,1709,54.0,47.0,7.0,36.0,32.0,4.0,0.0,36.0
1710,1710,11.0,5.0,6.0,10.0,4.0,6.0,0.0,10.0
1711,1711,33.0,30.0,3.0,33.0,30.0,3.0,0.0,33.0
1712,1712,99.0,91.0,8.0,99.0,91.0,8.0,0.0,99.0
1713,1713,34.0,31.0,3.0,25.0,22.0,3.0,0.0,25.0
1714,1714,64.0,54.0,10.0,64.0,54.0,10.0,0.0,64.0
1715,1715,17.0,0.0,17.0,17.0,0.0,17.0,0.0,17.0
1716,1716,19.0,12.0,7.0,19.0,12.0,7.0,0.0,19.0
1717,1717,3.0,0.0,3.0,3.0,0.0,3.0,4.0,7.0
1718,1718,18.0,14.0,4.0,14.0,12.0,2.0,0.0,14.0
1719,1719,27.0,22.0,5.0,27.0,22.0,5.0,0.0,27.0
1720,1720,16.0,0.0,16.0,13.0,0.0,13.0,0.0,13.0
1721,1721,8.0,2.0,6.0,8.0,2.0,6.0,0.0,8.0
1722,1722,15.0,0.0,15.0,15.0,0.0,15.0,0.0,15.0
1723,1723,28.0,24.0,4.0,28.0,24.0,4.0,0.0,28.0
1724,1724,5.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0
1725,1725,19.0,14.0,5.0,19.0,14.0,5.0,0.0,19.0
1726,1726,23.0,17.0,6.0,23.0,17.0,6.0,0.0,23.0
1727,1727,20.0,17.0,3.0,20.0,17.0,3.0,0.0,20.0
1728,1728,80.0,71.0,9.0,80.0,71.0,9.0,0.0,80.0
1729,1729,29.0,,,11.0,,,0.0,11.0
1730,1730,31.0,26.0,5.0,31.0,26.0,5.0,0.0,31.0
1731,1731,20.0,16.0,4.0,17.0,13.0,4.0,0.0,17.0
1732,1732,8.0,4.0,4.0,8.0,4.0,4.0,0.0,8.0
1733,1733,3.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0
1734,1734,36.0,30.0,6.0,36.0,30.0,6.0,0.0,36.0
1735,1735,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
1736,1736,21.0,16.0,5.0,21.0,16.0,5.0,0.0,21.0
1737,1737,21.0,15.0,6.0,21.0,15.0,6.0,0.0,21.0
1738,1738,12.0,9.0,3.0,9.0,7.0,2.0,0.0,9.0
1739,1739,70.0,63.0,7.0,3.0,3.0,0.0,0.0,3.0
1740,1740,37.0,33.0,4.0,21.0,17.0,4.0,0.0,21.0
1741,1741,5.0,2.0,3.0,5.0,2.0,3.0,0.0,5.0
1742,1742,10.0,7.0,3.0,10.0,7.0,3.0,0.0,10.0
1743,1743,39.0,29.0,10.0,36.0,29.0,7.0,0.0,36.0
1744,1744,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
1745,1745,52.0,47.0,5.0,51.0,46.0,5.0,0.0,51.0
1746,1746,25.0,20.0,5.0,25.0,20.0,5.0,0.0,25.0
1747,1747,4.0,2.0,2.0,4.0,2.0,2.0,0.0,4.0
1748,1748,15.0,11.0,4.0,10.0,6.0,4.0,0.0,10.0
1749,1749,6.0,0.0,6.0,2.0,0.0,2.0,0.0,2.0
1750,1750,28.0,30.0,2.0,3.0,1.0,2.0,0.0,3.0
1751,1751,4.0,3.0,1.0,4.0,3.0,1.0,0.0,4.0
1752,1752,73.0,68.0,5.0,65.0,63.0,2.0,0.0,65.0
1753,1753,24.0,16.0,8.0,14.0,9.0,5.0,0.0,14.0
1754,1754,5.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0
1755,1755,19.0,15.0,4.0,15.0,13.0,2.0,0.0,15.0
1756,1756,7.0,4.0,3.0,5.0,2.0,3.0,0.0,5.0
1757,1757,18.0,15.0,3.0,1.0,1.0,0.0,0.0,1.0
1758,1758,9.0,5.0,4.0,9.0,5.0,4.0,0.0,9.0
1759,1759,24.0,20.0,4.0,24.0,20.0,4.0,0.0,24.0
