,flight_id,people_onboard,passengers_onboard,crew_onboard,people_dead,passenger_dead,crew_dead,ground,total_fatalities
0,0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
1,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
2,2,5.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0
3,3,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
4,4,20.0,,,14.0,,,0.0,14.0
5,5,28.0,,,28.0,,,0.0,28.0
6,6,41.0,0.0,41.0,17.0,0.0,17.0,0.0,17.0
7,7,19.0,,,19.0,,,0.0,19.0
8,8,20.0,,,20.0,,,0.0,20.0
9,9,22.0,,,22.0,,,0.0,22.0
10,10,19.0,0.0,19.0,19.0,0.0,19.0,0.0,19.0
11,11,28.0,,,27.0,,,0.0,27.0
12,12,20.0,,,20.0,,,0.0,20.0
13,13,20.0,,,20.0,,,0.0,20.0
14,14,23.0,,,23.0,,,0.0,23.0
15,15,21.0,,,21.0,,,0.0,21.0
16,16,24.0,,,24.0,,,0.0,24.0
17,17,16.0,,,14.0,,,0.0,14.0
18,18,18.0,,,18.0,,,0.0,18.0
19,19,18.0,,,18.0,,,0.0,18.0
20,20,23.0,,,23.0,,,0.0,23.0
21,21,22.0,,,22.0,,,0.0,22.0
22,22,19.0,,,19.0,,,0.0,19.0
23,23,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
24,24,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
25,25,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
26,26,,,,3.0,2.0,1.0,10.0,13.0
27,27,14.0,12.0,2.0,14.0,12.0,2.0,0.0,14.0
28,28,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
29,29,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
30,30,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
31,31,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
32,32,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
33,33,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
34,34,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
35,35,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
36,36,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
37,37,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
38,38,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
39,39,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
40,40,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
41,41,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
42,42,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
43,43,2.0,,,2.0,,,0.0,2.0
44,44,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
45,45,2.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0
46,46,2.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0
47,47,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
48,48,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
49,49,8.0,6.0,2.0,4.0,2.0,2.0,0.0,4.0
50,50,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
51,51,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
52,52,3.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0
53,53,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
54,54,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
55,55,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
56,56,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
57,57,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
58,58,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
59,59,2.0,,,2.0,,,0.0,2.0
60,60,49.0,0.0,49.0,43.0,0.0,43.0,1.0,44.0
61,61,5.0,4.0,1.0,5.0,4.0,1.0,0.0,5.0
62,62,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
63,63,5.0,4.0,1.0,5.0,4.0,1.0,5.0,10.0
64,64,45.0,,,34.0,,,0.0,34.0
65,65,6.0,5.0,1.0,5.0,5.0,0.0,0.0,5.0
66,66,7.0,5.0,2.0,7.0,5.0,2.0,0.0,7.0
67,67,17.0,0.0,17.0,17.0,0.0,17.0,0.0,17.0
68,68,3.0,2.0,1.0,3.0,2.0,1.0,0.0,3.0
69,69,3.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0
70,70,5.0,4.0,1.0,5.0,4.0,1.0,0.0,5.0
71,71,3.0,2.0,1.0,3.0,2.0,1.0,0.0,3.0
72,72,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
73,73,4.0,3.0,1.0,4.0,3.0,1.0,0.0,4.0
74,74,2.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0
75,75,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
76,76,4.0,2.0,2.0,3.0,1.0,2.0,0.0,3.0
77,77,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
78,78,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
79,79,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
80,80,6.0,4.0,2.0,6.0,4.0,2.0,0.0,6.0
81,81,11.0,9.0,2.0,1.0,1.0,0.0,0.0,1.0
82,82,2.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0
83,83,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
84,84,5.0,3.0,2.0,5.0,3.0,2.0,0.0,5.0
85,85,5.0,2.0,3.0,3.0,1.0,2.0,0.0,3.0
86,86,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
87,87,52.0,,,52.0,,,0.0,52.0
88,88,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
89,89,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
90,90,3.0,2.0,1.0,3.0,2.0,1.0,0.0,3.0
91,91,5.0,3.0,2.0,5.0,3.0,2.0,0.0,5.0
92,92,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
93,93,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
94,94,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
95,95,8.0,7.0,1.0,8.0,7.0,1.0,0.0,8.0
96,96,5.0,3.0,2.0,5.0,3.0,2.0,0.0,5.0
97,97,3.0,1.0,2.0,3.0,1.0,2.0,0.0,3.0
98,98,4.0,3.0,1.0,4.0,3.0,1.0,0.0,4.0
99,99,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
100,100,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
101,101,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
102,102,43.0,0.0,43.0,14.0,0.0,14.0,0.0,14.0
103,103,,,,,,,,
104,104,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
105,105,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
106,106,2.0,,,2.0,,,0.0,2.0
107,107,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
108,108,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
109,109,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
110,110,6.0,4.0,2.0,6.0,4.0,2.0,0.0,6.0
111,111,2.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0
112,112,5.0,4.0,1.0,5.0,4.0,1.0,0.0,5.0
113,113,15.0,13.0,2.0,3.0,2.0,1.0,0.0,3.0
114,114,5.0,4.0,1.0,2.0,2.0,0.0,0.0,2.0
115,115,7.0,5.0,2.0,7.0,5.0,2.0,0.0,7.0
116,116,4.0,3.0,1.0,4.0,3.0,1.0,0.0,4.0
117,117,12.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0
118,118,3.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0
119,119,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
120,120,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
121,121,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
122,122,3.0,2.0,1.0,3.0,2.0,1.0,0.0,3.0
123,123,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
124,124,2.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0
125,125,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
126,126,3.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0
127,127,5.0,3.0,2.0,5.0,3.0,2.0,0.0,5.0
128,128,11.0,9.0,2.0,1.0,0.0,1.0,0.0,1.0
129,129,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
130,130,12.0,11.0,1.0,7.0,6.0,1.0,0.0,7.0
131,131,3.0,1.0,2.0,3.0,1.0,2.0,0.0,3.0
132,132,6.0,4.0,2.0,6.0,4.0,2.0,0.0,6.0
133,133,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
134,134,4.0,3.0,1.0,4.0,3.0,1.0,0.0,4.0
135,135,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
136,136,6.0,4.0,2.0,6.0,4.0,2.0,0.0,6.0
137,137,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
138,138,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
139,139,5.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0
140,140,3.0,1.0,2.0,3.0,1.0,2.0,0.0,3.0
141,141,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
142,142,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
143,143,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
144,144,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
145,145,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
146,146,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
147,147,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
148,148,9.0,7.0,2.0,9.0,7.0,2.0,0.0,9.0
149,149,5.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0
150,150,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
151,151,5.0,4.0,1.0,3.0,2.0,1.0,0.0,3.0
152,152,5.0,4.0,1.0,5.0,4.0,1.0,0.0,5.0
153,153,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
154,154,6.0,4.0,2.0,6.0,4.0,2.0,0.0,6.0
155,155,6.0,5.0,1.0,4.0,4.0,0.0,0.0,4.0
156,156,6.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0
157,157,7.0,5.0,2.0,7.0,5.0,2.0,0.0,7.0
158,158,5.0,2.0,3.0,5.0,2.0,3.0,0.0,5.0
159,159,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0
160,160,7.0,6.0,1.0,7.0,6.0,1.0,0.0,7.0
161,161,3.0,2.0,1.0,3.0,2.0,1.0,0.0,3.0
162,162,3.0,2.0,1.0,3.0,2.0,1.0,0.0,3.0
163,163,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
164,164,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
165,165,3.0,,3.0,1.0,0.0,1.0,0.0,1.0
166,166,3.0,2.0,1.0,3.0,2.0,1.0,0.0,3.0
167,167,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
168,168,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
169,169,5.0,4.0,1.0,5.0,4.0,1.0,0.0,5.0
170,170,14.0,9.0,5.0,14.0,9.0,5.0,0.0,14.0
171,171,5.0,3.0,2.0,5.0,3.0,2.0,0.0,5.0
172,172,4.0,1.0,3.0,3.0,0.0,3.0,0.0,3.0
173,173,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
174,174,4.0,3.0,1.0,4.0,3.0,1.0,0.0,4.0
175,175,3.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0
176,176,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
177,177,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
178,178,9.0,7.0,2.0,2.0,7.0,2.0,0.0,2.0
179,179,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
180,180,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
181,181,15.0,13.0,2.0,14.0,13.0,1.0,0.0,14.0
182,182,4.0,3.0,1.0,4.0,3.0,1.0,0.0,4.0
183,183,6.0,3.0,3.0,6.0,3.0,3.0,0.0,6.0
184,184,5.0,4.0,1.0,5.0,4.0,1.0,0.0,5.0
185,185,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
186,186,6.0,3.0,3.0,4.0,3.0,2.0,0.0,4.0
187,187,5.0,1.0,4.0,2.0,1.0,1.0,0.0,2.0
188,188,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0
189,189,13.0,11.0,2.0,7.0,7.0,0.0,0.0,7.0
190,190,8.0,6.0,2.0,1.0,0.0,1.0,0.0,1.0
191,191,5.0,4.0,1.0,5.0,4.0,1.0,0.0,5.0
192,192,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
193,193,4.0,2.0,2.0,4.0,2.0,2.0,0.0,4.0
194,194,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
195,195,5.0,4.0,1.0,4.0,3.0,1.0,0.0,4.0
196,196,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0
197,197,8.0,5.0,3.0,8.0,5.0,3.0,0.0,8.0
198,198,5.0,2.0,3.0,3.0,1.0,2.0,0.0,3.0
199,199,6.0,4.0,2.0,6.0,4.0,2.0,0.0,6.0
200,200,6.0,5.0,1.0,6.0,5.0,1.0,0.0,6.0
201,201,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
202,202,5.0,3.0,2.0,5.0,3.0,2.0,0.0,5.0
203,203,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0
204,204,7.0,5.0,2.0,7.0,5.0,2.0,0.0,7.0
205,205,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
206,206,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
207,207,4.0,3.0,1.0,4.0,3.0,1.0,0.0,4.0
208,208,8.0,4.0,4.0,7.0,3.0,4.0,0.0,7.0
209,209,3.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0
210,210,12.0,9.0,3.0,1.0,1.0,0.0,0.0,1.0
211,211,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
212,212,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
213,213,3.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
214,214,5.0,3.0,2.0,5.0,3.0,2.0,0.0,5.0
215,215,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
216,216,3.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0
217,217,16.0,14.0,2.0,16.0,14.0,2.0,0.0,16.0
218,218,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
219,219,5.0,4.0,1.0,5.0,4.0,1.0,0.0,5.0
220,220,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
221,221,6.0,3.0,3.0,2.0,2.0,0.0,0.0,2.0
222,222,4.0,3.0,1.0,4.0,3.0,1.0,0.0,4.0
223,223,4.0,2.0,2.0,3.0,1.0,2.0,0.0,3.0
224,224,15.0,13.0,2.0,1.0,1.0,0.0,0.0,1.0
225,225,8.0,5.0,3.0,5.0,4.0,1.0,0.0,5.0
226,226,5.0,4.0,1.0,5.0,4.0,1.0,0.0,5.0
227,227,6.0,4.0,2.0,6.0,4.0,2.0,0.0,6.0
228,228,11.0,10.0,1.0,10.0,9.0,1.0,0.0,10.0
229,229,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
230,230,3.0,2.0,1.0,3.0,2.0,1.0,0.0,3.0
231,231,54.0,,,48.0,,,0.0,48.0
232,232,8.0,6.0,2.0,8.0,6.0,2.0,0.0,8.0
233,233,4.0,3.0,1.0,4.0,3.0,1.0,0.0,4.0
234,234,3.0,2.0,1.0,3.0,2.0,1.0,,
235,235,3.0,2.0,1.0,3.0,2.0,1.0,0.0,3.0
236,236,6.0,3.0,3.0,3.0,2.0,1.0,0.0,3.0
237,237,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
238,238,9.0,8.0,1.0,1.0,1.0,0.0,0.0,1.0
239,239,3.0,0.0,3.0,3.0,0.0,3.0,,
240,240,6.0,4.0,2.0,4.0,2.0,2.0,0.0,4.0
241,241,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
242,242,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
243,243,3.0,2.0,1.0,3.0,2.0,1.0,0.0,3.0
244,244,3.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0
245,245,3.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0
246,246,8.0,6.0,2.0,8.0,6.0,2.0,0.0,8.0
247,247,8.0,6.0,2.0,8.0,6.0,2.0,0.0,8.0
248,248,10.0,7.0,3.0,2.0,0.0,2.0,0.0,2.0
249,249,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
250,250,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
251,251,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
252,252,4.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0
253,253,3.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0
254,254,4.0,2.0,2.0,4.0,2.0,2.0,0.0,4.0
255,255,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
256,256,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
257,257,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
258,258,7.0,5.0,2.0,7.0,5.0,2.0,0.0,7.0
259,259,6.0,4.0,2.0,6.0,4.0,2.0,0.0,6.0
260,260,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
261,261,6.0,4.0,2.0,6.0,4.0,2.0,0.0,6.0
262,262,4.0,3.0,1.0,4.0,3.0,1.0,0.0,4.0
263,263,3.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0
264,264,3.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0
265,265,5.0,4.0,1.0,5.0,4.0,1.0,0.0,5.0
266,266,3.0,2.0,1.0,3.0,2.0,1.0,0.0,3.0
267,267,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
268,268,3.0,1.0,2.0,3.0,1.0,2.0,0.0,3.0
269,269,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
270,270,6.0,5.0,1.0,2.0,2.0,0.0,0.0,2.0
271,271,7.0,3.0,4.0,5.0,2.0,3.0,0.0,5.0
272,272,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
273,273,5.0,4.0,1.0,4.0,4.0,0.0,0.0,4.0
274,274,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
275,275,8.0,7.0,1.0,8.0,7.0,1.0,0.0,8.0
276,276,5.0,4.0,1.0,5.0,4.0,1.0,0.0,5.0
277,277,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0
278,278,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
279,279,3.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0
280,280,5.0,0.0,5.0,3.0,0.0,3.0,0.0,3.0
281,281,7.0,5.0,2.0,7.0,5.0,2.0,0.0,7.0
282,282,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
283,283,3.0,1.0,2.0,3.0,1.0,2.0,0.0,3.0
284,284,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
285,285,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
286,286,3.0,2.0,1.0,3.0,2.0,1.0,0.0,3.0
287,287,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0
288,288,9.0,6.0,3.0,9.0,6.0,3.0,0.0,9.0
289,289,7.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0
290,290,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
291,291,4.0,2.0,2.0,3.0,1.0,2.0,0.0,3.0
292,292,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0
293,293,3.0,2.0,1.0,3.0,2.0,1.0,0.0,3.0
294,294,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
295,295,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
296,296,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
297,297,5.0,3.0,2.0,5.0,3.0,2.0,0.0,5.0
298,298,2.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0
299,299,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
300,300,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
301,301,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
302,302,3.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0
303,303,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
304,304,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
305,305,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
306,306,3.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0
307,307,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
308,308,3.0,2.0,1.0,3.0,2.0,1.0,11.0,14.0
309,309,15.0,12.0,3.0,15.0,12.0,3.0,0.0,15.0
310,310,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
311,311,76.0,,,73.0,,,0.0,73.0
312,312,8.0,5.0,3.0,5.0,2.0,3.0,0.0,5.0
313,313,4.0,2.0,2.0,4.0,2.0,2.0,0.0,4.0
314,314,6.0,3.0,3.0,6.0,3.0,3.0,0.0,6.0
315,315,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
316,316,9.0,7.0,2.0,9.0,7.0,2.0,0.0,9.0
317,317,6.0,2.0,4.0,6.0,2.0,4.0,0.0,6.0
318,318,5.0,3.0,2.0,5.0,3.0,2.0,0.0,5.0
319,319,8.0,6.0,2.0,8.0,6.0,2.0,0.0,8.0
320,320,10.0,7.0,3.0,10.0,7.0,3.0,0.0,10.0
321,321,5.0,2.0,3.0,2.0,1.0,1.0,0.0,2.0
322,322,10.0,7.0,3.0,4.0,3.0,1.0,,
323,323,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
324,324,8.0,7.0,1.0,8.0,7.0,1.0,,
325,325,20.0,0.0,20.0,14.0,0.0,14.0,0.0,14.0
326,326,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
327,327,10.0,8.0,2.0,6.0,4.0,2.0,0.0,6.0
328,328,6.0,4.0,2.0,5.0,3.0,2.0,0.0,5.0
329,329,10.0,8.0,2.0,10.0,8.0,2.0,0.0,10.0
330,330,14.0,10.0,4.0,14.0,10.0,4.0,0.0,14.0
331,331,2.0,,,2.0,,,0.0,2.0
332,332,8.0,5.0,3.0,8.0,5.0,3.0,0.0,8.0
333,333,6.0,,,1.0,,,0.0,1.0
334,334,4.0,3.0,1.0,4.0,3.0,,0.0,4.0
335,335,6.0,4.0,2.0,5.0,3.0,2.0,0.0,5.0
336,336,15.0,12.0,3.0,3.0,0.0,3.0,0.0,3.0
337,337,3.0,1.0,2.0,3.0,1.0,2.0,0.0,3.0
338,338,6.0,3.0,3.0,6.0,3.0,3.0,0.0,6.0
339,339,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
340,340,7.0,4.0,3.0,7.0,4.0,3.0,0.0,7.0
341,341,10.0,7.0,3.0,6.0,3.0,3.0,0.0,6.0
342,342,7.0,5.0,2.0,1.0,0.0,1.0,0.0,1.0
343,343,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
344,344,4.0,3.0,1.0,3.0,2.0,1.0,0.0,3.0
345,345,12.0,9.0,3.0,12.0,9.0,3.0,0.0,12.0
346,346,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
347,347,,,,,,,,
348,348,5.0,4.0,1.0,5.0,4.0,1.0,0.0,5.0
349,349,7.0,6.0,1.0,7.0,6.0,1.0,0.0,7.0
350,350,3.0,2.0,1.0,3.0,2.0,1.0,0.0,3.0
351,351,11.0,9.0,2.0,11.0,9.0,2.0,0.0,11.0
352,352,4.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0
353,353,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
354,354,4.0,3.0,1.0,4.0,3.0,1.0,0.0,4.0
355,355,3.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0
356,356,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
357,357,8.0,5.0,3.0,4.0,2.0,2.0,0.0,4.0
358,358,7.0,3.0,4.0,7.0,3.0,4.0,0.0,7.0
359,359,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
360,360,10.0,8.0,2.0,10.0,8.0,2.0,0.0,10.0
361,361,2.0,0.0,2.0,0.0,0.0,2.0,15.0,15.0
362,362,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
363,363,11.0,8.0,3.0,11.0,8.0,3.0,0.0,11.0
364,364,83.0,0.0,83.0,2.0,0.0,2.0,0.0,2.0
365,365,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
366,366,6.0,5.0,1.0,3.0,2.0,1.0,0.0,3.0
367,367,5.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0
368,368,3.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0
369,369,7.0,2.0,5.0,7.0,2.0,5.0,0.0,7.0
370,370,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
371,371,14.0,12.0,2.0,5.0,3.0,2.0,0.0,5.0
372,372,50.0,37.0,13.0,50.0,37.0,13.0,2.0,52.0
373,373,12.0,11.0,1.0,3.0,2.0,1.0,0.0,3.0
374,374,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
375,375,2.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0
376,376,9.0,,,6.0,,,0.0,6.0
377,377,20.0,18.0,2.0,17.0,15.0,2.0,0.0,17.0
378,378,20.0,15.0,5.0,6.0,2.0,4.0,0.0,6.0
379,379,2.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0
380,380,13.0,9.0,4.0,13.0,9.0,4.0,0.0,13.0
381,381,8.0,7.0,1.0,1.0,3.0,0.0,0.0,1.0
382,382,5.0,3.0,2.0,5.0,3.0,2.0,0.0,5.0
383,383,7.0,3.0,4.0,7.0,3.0,4.0,0.0,7.0
384,384,,,,,,,,
385,385,4.0,3.0,1.0,4.0,3.0,1.0,0.0,4.0
386,386,2.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0
387,387,3.0,2.0,1.0,3.0,2.0,1.0,0.0,3.0
388,388,3.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0
389,389,8.0,7.0,1.0,8.0,7.0,1.0,0.0,8.0
390,390,5.0,3.0,2.0,5.0,3.0,2.0,0.0,5.0
391,391,12.0,9.0,3.0,12.0,9.0,3.0,0.0,12.0
392,392,6.0,4.0,2.0,6.0,4.0,2.0,0.0,6.0
393,393,6.0,4.0,2.0,1.0,0.0,1.0,0.0,1.0
394,394,4.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0
395,395,4.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0
396,396,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
397,397,13.0,10.0,3.0,12.0,9.0,3.0,0.0,12.0
398,398,3.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0
