,flight_id,causes,date,route_simple
2527,2527,Sin datos,1971-01-18,Switzerland
2528,2528,Sin datos,1971-01-21,Peru
2529,2529,Sin datos,1971-01-21,France
2530,2530,Sin datos,1971-01-22,USSR
2531,2531,Sin datos,1971-01-23,South Korea
2532,2532,Sin datos,1971-01-25,Venezuela
2533,2533,Sin datos,1971-01-31,Russia
2534,2534,Sin datos,1971-02-17,Ecuador
2535,2535,Sin datos,1971-03-26,India
2536,2536,Sin datos,1971-03-31,California
2537,2537,Sin datos,1971-03-31,Ukraine
2538,2538,Sin datos,1971-04-15,Philippines
2539,2539,Sin datos,1971-04-22,New Hampshire
2540,2540,Sin datos,1971-05-11,Guatemala
2541,2541,Sin datos,1971-05-23,Yugoslavia
2542,2542,Sin datos,1971-05-25,Chile
2543,2543,Sin datos,1971-05-28,Virginia
2544,2544,Sin datos,1971-06-06,California
2545,2545,Sin datos,1971-06-07,Connecticut
2546,2546,Sin datos,1971-06-13,North Pacific Ocean
2547,2547,Sin datos,1971-06-17,Chile
2548,2548,Sin datos,1971-06-28,California
2549,2549,Sin datos,1971-07-03,Japan
2550,2550,Sin datos,1971-07-24,Mali
2551,2551,Sin datos,1971-07-25,Philippines
2552,2552,Sin datos,1971-07-25,Russia
2553,2553,Sin datos,1971-07-30,France
2554,2554,Sin datos,1971-07-30,Japan
2555,2555,Sin datos,1971-07-30,California
2556,2556,Sin datos,1971-08-18,West Germany
2557,2557,Sin datos,1971-08-19,Maine
2558,2558,Sin datos,1971-08-28,Denmark
2559,2559,Sin datos,1971-09-04,Alaska
2560,2560,Sin datos,1971-09-06,Germany
2561,2561,Sin datos,1971-09-16,Russia
2562,2562,Sin datos,1971-09-16,USSR
2563,2563,Sin datos,1971-09-17,Bulgaria
2564,2564,Sin datos,1971-09-28,Brazil
2565,2565,Sin datos,1971-10-02,Belgium
2566,2566,Sabotaje o terrorismo,1971-10-10,Russia
2567,2567,Sin datos,1971-10-16,Arizona
2568,2568,Sin datos,1971-10-17,Colombia
2569,2569,Sin datos,1971-10-21,Illinois
2570,2570,Sin datos,1971-10-23,South Vietnam
2571,2571,Sin datos,1971-10-24,Pennsylvania
2572,2572,Sin datos,1971-11-09,Italy
2573,2573,Sin datos,1971-11-10,Indonesia
2574,2574,Sin datos,1971-11-12,Russia
2575,2575,Sabotaje o terrorismo,1971-11-21,Taiwan
2576,2576,Sin datos,1971-11-28,South Vietnam
2577,2577,Sin datos,1971-12-01,Russia
2578,2578,Error de tráfico aéreo,1971-12-04,North Carolina
2579,2579,Sabotaje o terrorismo,1971-12-06,Sudan
2580,2580,Sin datos,1971-12-09,India
2581,2581,Sin datos,1971-12-21,Bulgaria
2582,2582,Fuego en la cabina,1971-12-24,Peru
2583,2583,Sin datos,1972-01-06,Mexico
2584,2584,Sin datos,1972-01-07,Spain
2585,2585,Sin datos,1972-01-21,Colombia
2586,2586,Sin datos,1972-01-21,Colombia
2587,2587,Sin datos,1972-01-26,Czech Republic
2588,2588,Insuficiente combustible,1972-02-01,Indonesia
2589,2589,Sin datos,1972-02-04,Laos
2590,2590,Sin datos,1972-02-05,Colombia
2591,2591,Sin datos,1972-02-11,Laos
2592,2592,Sin datos,1972-03-03,New York
2593,2593,Sin datos,1972-03-14,United Arab Emirates
2594,2594,Sin datos,1972-03-19,South Yemen
2595,2595,Sin datos,1972-04-12,Brazil
2596,2596,Sin datos,1972-04-16,Italy
2597,2597,Sin datos,1972-04-17,New York
2598,2598,Sin datos,1972-04-18,Ethiopia
2599,2599,Sin datos,1972-04-20,Peru
2600,2600,Sin datos,1972-04-24,Laos
2601,2601,Sin datos,1972-05-04,USSR
2602,2602,Sin datos,1972-05-05,Italy
2603,2603,Sin datos,1972-05-08,Venezuela
2604,2604,Sin datos,1972-05-10,South Vietnam
2605,2605,Sin datos,1972-05-16,Russia
2606,2606,Sin datos,1972-05-18,USSR
2607,2607,Sin datos,1972-05-21,Angola
2608,2608,Sin datos,1972-05-27,Germany
2609,2609,Sin datos,1972-05-29,Brazil
2610,2610,Sin datos,1972-05-29,Louisiana
2611,2611,Sin datos,1972-05-30,Texas
2612,2612,Sin datos,1972-06-05,Vietnam
2613,2613,Sin datos,1972-06-13,Chile
2614,2614,Sin datos,1972-06-13,South Vietnam
2615,2615,Sin datos,1972-06-14,India
2616,2616,Sin datos,1972-06-15,South Vietnam
2617,2617,Piloto indispuesto,1972-06-18,England
2618,2618,Sin datos,1972-06-24,Puerto Rico
2619,2619,Sin datos,1972-06-29,Wisconsin
2620,2620,Sin datos,1972-07-05,California
2621,2621,Sin datos,1972-07-06,Spain
2622,2622,Sin datos,1972-07-11,South Vietnam
2623,2623,Sin datos,1972-07-11,Norway
2624,2624,Sin datos,1972-07-20,Greece
2625,2625,Sin datos,1972-07-29,Colombia
2626,2626,Sin datos,1972-08-12,India
2627,2627,Sin datos,1972-08-12,South Vietnam
2628,2628,Fuego en la cabina,1972-08-14,East Germany
2629,2629,Sin datos,1972-08-16,Burma
2630,2630,Sin datos,1972-08-27,Venezuela
2631,2631,Sin datos,1972-08-28,New Guinea
2632,2632,Fuego en la cabina,1972-08-31,Russia
2633,2633,Sin datos,1972-09-01,New Guinea
2634,2634,Sin datos,1972-09-07,Bolivia
2635,2635,Sin datos,1972-09-10,Ethiopia
2636,2636,Sin datos,1972-09-13,Nepal
2637,2637,Sin datos,1972-09-24,California
2638,2638,Sin datos,1972-09-24,South Vietnam
2639,2639,Sin datos,1972-10-01,USSR
2640,2640,Sabotaje o terrorismo,1972-10-02,Cambodia
2641,2641,Sin datos,1972-10-13,Chile
2642,2642,Piloto indispuesto,1972-10-13,USSR
2643,2643,Sin datos,1972-10-16,Off the Alaska coast
2644,2644,Sin datos,1972-10-21,Greece
2645,2645,Sin datos,1972-10-23,Vanuatu
2646,2646,Sin datos,1972-10-27,France
2647,2647,Sin datos,1972-10-30,Italy
2648,2648,Sin datos,1972-10-31,South Vietnam
2649,2649,Sin datos,1972-11-04,Bulgaria
2650,2650,Sin datos,1972-11-17,Kentucky
2651,2651,Sin datos,1972-11-28,Russia
2652,2652,Sin datos,1972-12-03, Canary Islands
2653,2653,Sin datos,1972-12-08,Pakistan
2654,2654,Sin datos,1972-12-08,Illinois
2655,2655,Error de tráfico aéreo,1972-12-20,Illinois
2656,2656,Sin datos,1972-12-21,Netherlands Antilles
2657,2657,Sin datos,1972-12-23,Norway
2658,2658,Sin datos,1972-12-29,Florida
2659,2659,Sin datos,1972-12-31,Puerto Rico
2660,2660,Sin datos,1973-01-02,Canada
2661,2661,Sin datos,1973-01-19,Scotland
2662,2662,Sin datos,1973-01-21,Russia
2663,2663,Sin datos,1973-01-22,Nigeria
2664,2664,Sin datos,1973-01-27,Honduras
2665,2665,Sin datos,1973-01-29,Cyprus
2666,2666,Sin datos,1973-02-19,Czechoslovakia
2667,2667,Sin datos,1973-02-19,Louisiana
2668,2668,Sin datos,1973-02-21,Panama
2669,2669,Sabotaje o terrorismo,1973-02-21,Egypt
2670,2670,Sin datos,1973-02-24,Russia
2671,2671,Sin datos,1973-02-28,Kazakhstan
2672,2672,Sin datos,1973-02-28,Indonesia
2673,2673,Sin datos,1973-03-03,USSR
2674,2674,Sin datos,1973-03-05,France
2675,2675,Sin datos,1973-03-15,India
2676,2676,Sabotaje o terrorismo,1973-03-19,South Vietnam
2677,2677,Sin datos,1973-04-10, Switzerland
2678,2678,Sin datos,1973-04-12,California
2679,2679,Sin datos,1973-04-18,Afghanistan
2680,2680,Sin datos,1973-05-11,USSR
2681,2681,Sabotaje o terrorismo,1973-05-18,USSR
2682,2682,Sin datos,1973-05-19,Cambodia
2683,2683,Sin datos,1973-05-29,Canada
2684,2684,Sin datos,1973-05-31,India
2685,2685,Sin datos,1973-06-01,Brazil
2686,2686,Sin datos,1973-06-03,France
2687,2687,Sin datos,1973-06-09,Brazil
2688,2688,Sin datos,1973-06-20,Mexico
2689,2689,Sin datos,1973-06-30,Jordan
2690,2690,Sin datos,1973-07-04,Russia
2691,2691,Sin datos,1973-07-09,Russia
2692,2692,Fuego en la cabina,1973-07-11,France
2693,2693,Sin datos,1973-07-22,Tahiti
2694,2694,Sin datos,1973-07-23,Missouri
2695,2695,Insuficiente combustible,1973-07-24,HI
2696,2696,Error de tráfico aéreo,1973-07-31,Massachusetts
2697,2697,Sin datos,1973-08-13,Spain
2698,2698,Sin datos,1973-08-15,Haiti
2699,2699,Sin datos,1973-08-18,USSR
2700,2700,Sin datos,1973-08-22,Colombia
2701,2701,Sin datos,1973-08-27,Colombia
2702,2702,Sin datos,1973-08-28,Spain
2703,2703,Sin datos,1973-08-28,California
2704,2704,Sin datos,1973-09-08,Alaska
2705,2705,Sin datos,1973-09-11,Yugoslavia
2706,2706,Sin datos,1973-09-20,Louisiana
2707,2707,Sin datos,1973-09-27,Arkansas
2708,2708,Sin datos,1973-09-30,Brazil
2709,2709,Sin datos,1973-09-30,Russia
2710,2710,Sin datos,1973-10-02,Russia
2711,2711,Sin datos,1973-10-13,Russia
2712,2712,Sin datos,1973-10-23,Brazil
2713,2713,Sin datos,1973-11-02,Colombia
2714,2714,Sin datos,1973-11-03,: Massachusetts
2715,2715,Sin datos,1973-11-03, New Mexico
2716,2716,Sin datos,1973-11-17,South Vietnam
2717,2717,Sin datos,1973-12-07,USSR
2718,2718,Sin datos,1973-12-16,USSR
2719,2719,Sabotaje o terrorismo,1973-12-17,Italy
2720,2720,Sin datos,1973-12-21,South Vietnam
2721,2721,Sin datos,1973-12-22,Morocco
2722,2722,Sin datos,1973-12-23,USSR
2723,2723,Sin datos,1973-12-28,South Africa
2724,2724,Sin datos,1974-01-01,Italy
2725,2725,Sin datos,1974-01-06,Pennsylvania
2726,2726,Sin datos,1974-01-06,Bolivia
2727,2727,Sin datos,1974-01-06,Ukraine
2728,2728,Sin datos,1974-01-09,Colombia
2729,2729,Sin datos,1974-01-10,Bolivia
2730,2730,Sin datos,1974-01-17,Colombia
2731,2731,Sin datos,1974-01-26,Turkey
2732,2732,Sin datos,1974-01-30,American Samoa
2733,2733,Sin datos,1974-02-02,HI
2734,2734,Sin datos,1974-02-09,Crete
2735,2735,Sin datos,1974-02-22,Maryland
2736,2736,Sin datos,1974-02-23, Bolivia
2737,2737,Fallas en el diseño,1974-03-03,France
2738,2738,Sin datos,1974-03-08,Vietnam
2739,2739,Sin datos,1974-03-13,California
2740,2740,Sin datos,1974-03-15,Iran
2741,2741,Sin datos,1974-04-04,Botswana
2742,2742,Sin datos,1974-04-22,Indonesia
2743,2743,Sin datos,1974-04-27,USSR
2744,2744,Sin datos,1974-04-30,Texas
2745,2745,Sin datos,1974-05-02,Ecuador
2746,2746,Sin datos,1974-05-06,Germany
2747,2747,Sin datos,1974-05-23,Illinois
2748,2748,Sin datos,1974-05-23,USSR
2749,2749,Sin datos,1974-05-31,Canada
2750,2750,Sin datos,1974-06-08, Colombia
2751,2751,Sin datos,1974-06-27,Khmer Republic
2752,2752,Sin datos,1974-06-30,Alaska
2753,2753,Sin datos,1974-07-24,Colombia
2754,2754,Sin datos,1974-07-27,Vietnam
2755,2755,Sin datos,1974-08-05,Canada
2756,2756,Insuficiente combustible,1974-08-11,Upper Volta
2757,2757,Sin datos,1974-08-12,Colombia
2758,2758,Sin datos,1974-08-14,Venezuela
2759,2759,Sin datos,1974-08-18,Zaire
2760,2760,Sin datos,1974-09-07,Indonesia
2761,2761,Sin datos,1974-09-08,Greece
2762,2762,Sin datos,1974-09-11,North Carolina
2763,2763,Sin datos,1974-09-15,South Vietnam
2764,2764,Sin datos,1974-10-19,Philippines
2765,2765,Sin datos,1974-10-27,Alaska
2766,2766,Sin datos,1974-10-28,Colorado
2767,2767,Sin datos,1974-11-01,Russia
2768,2768,Sin datos,1974-11-15,Philippines
2769,2769,Sin datos,1974-11-20,Kenya
2770,2770,Sin datos,1974-11-20,Ethiopia
2771,2771,Sin datos,1974-11-22,Spain
2772,2772,Error de tráfico aéreo,1974-12-01,Virginia
2773,2773,Sin datos,1974-12-01,New York
2774,2774,Error de tráfico aéreo,1974-12-04,Russia
2775,2775,Sin datos,1974-12-04,Sri Lanka
2776,2776,Sin datos,1974-12-11,Alaska
2777,2777,Sin datos,1974-12-12,South Vietnam
2778,2778,Sin datos,1974-12-14,Uzbekistan
2779,2779,Sin datos,1974-12-22,Venezuela
2780,2780,Sin datos,1974-12-29,Romania
2781,2781,Sin datos,1974-12-29,Guatemala
2782,2782,Sin datos,1975-01-03,Vietnam
2783,2783,Sin datos,1975-01-08,Colombia
2784,2784,Sin datos,1975-01-09,California
2785,2785,Sin datos,1975-01-15,Hunary
2786,2786,Sin datos,1975-01-16,Laos
2787,2787,Sin datos,1975-01-30,Turkey
2788,2788,Sin datos,1975-01-30,Dominican Republic
2789,2789,Sin datos,1975-02-01,Texas
2790,2790,Sin datos,1975-02-03,Philippines
2791,2791,Sin datos,1975-02-09,Crete
2792,2792,Sin datos,1975-02-16,Alaska
2793,2793,Sin datos,1975-02-22,Colombia
2794,2794,Sin datos,1975-02-27,Brazil
2795,2795,Sin datos,1975-03-12,South Vietnam
2796,2796,Sin datos,1975-03-16,Argentina
2797,2797,Sin datos,1975-03-18,Sudan
2798,2798,Sin datos,1975-03-18,Russia
2799,2799,Error de tráfico aéreo,1975-03-20,Washington
2800,2800,Sin datos,1975-04-04,South Vietnam
2801,2801,Sin datos,1975-05-13,Thailand
2802,2802,Sabotaje o terrorismo,1975-06-03,Philippines
2803,2803,Sin datos,1975-06-17,Brazil
2804,2804,Sin datos,1975-06-24,New York
2805,2805,Sin datos,1975-06-26,Ohio
2806,2806,Sin datos,1975-07-10,Colombia
2807,2807,Sin datos,1975-07-15,USSR
2808,2808,Sin datos,1975-07-31,Taiwan
2809,2809,Sin datos,1975-08-03,Morocco
2810,2810,Sin datos,1975-08-03,Honduras
2811,2811,Sin datos,1975-08-07,Colorado
2812,2812,Sin datos,1975-08-09,Russia
2813,2813,Sin datos,1975-08-15,USSR
2814,2814,Sin datos,1975-08-20,Syria
2815,2815,Sin datos,1975-08-30,Alaska
2816,2816,Sin datos,1975-09-01,East Germany
2817,2817,Sin datos,1975-09-11,Ethiopia
2818,2818,Sin datos,1975-09-24,Indonesia
2819,2819,Sin datos,1975-09-30,Lebanon
2820,2820,Sin datos,1975-09-30,Colombia
2821,2821,Sin datos,1975-10-22,Russia
2822,2822,Sin datos,1975-10-23,Australia
2823,2823,Sin datos,1975-10-27,Bolivia
2824,2824,Sin datos,1975-10-30,Czechoslovakia
2825,2825,Sin datos,1975-11-03,Gulf of Mexico
2826,2826,Sin datos,1975-11-17,USSR
2827,2827,Sin datos,1975-11-18,Guatemala
2828,2828,Sin datos,1975-11-20,USSR
2829,2829,Sin datos,1975-11-22,Bulgaria
2830,2830,Sin datos,1975-11-25,Egypt
2831,2831,Sin datos,1975-11-29,England
2832,2832,Sin datos,1975-12-26,Colorado
2833,2833,Sabotaje o terrorismo,1976-01-01,Saudi Arabia
2834,2834,Sin datos,1976-01-03,Alaska
2835,2835,Sin datos,1976-01-03,Russia
2836,2836,Sin datos,1976-01-08,Philippines
2837,2837,Sin datos,1976-01-18,Bolivia
2838,2838,Sin datos,1976-01-20,Ecuador
2839,2839,Sin datos,1976-01-21,China
2840,2840,Sin datos,1976-01-22,Brazil
2841,2841,Sin datos,1976-02-04,Colombia
2842,2842,Sin datos,1976-02-08,California
2843,2843,Sin datos,1976-02-09,Russia
2844,2844,Sin datos,1976-02-21,Virgin Islands
2845,2845,Sin datos,1976-03-01,Romania
2846,2846,Sin datos,1976-03-02,Southeastern Bolivia
2847,2847,Sin datos,1976-03-06,Russia
2848,2848,Sin datos,1976-03-07,Alaska
2849,2849,Sin datos,1976-04-02,Colombia
2850,2850,Sin datos,1976-04-05,Alaska
2851,2851,Sin datos,1976-04-14,Argentina
2852,2852,Sin datos,1976-04-23,Gulf of Mexico
2853,2853,Sin datos,1976-04-27,Virgin Islands
2854,2854,Sin datos,1976-05-05,Philippines
2855,2855,Tormenta eléctrica,1976-05-09,Spain
2856,2856,Sin datos,1976-05-15,USSR
2857,2857,Sabotaje o terrorismo,1976-05-23,Philipines
2858,2858,Sin datos,1976-06-01,Equatorial Guinea
2859,2859,Sin datos,1976-06-04,Guam
2860,2860,Sin datos,1976-06-06,Malaysia
2861,2861,Sabotaje o terrorismo,1976-06-27,Uganda
2862,2862,Sin datos,1976-07-05,Burma
2863,2863,Sin datos,1976-07-28,Czechoslovakia
2864,2864,Sin datos,1976-08-02,Iran
2865,2865,Sin datos,1976-08-09,Spain
2866,2866,Sin datos,1976-08-15,Ecuador
2867,2867,Sabotaje o terrorismo,1976-08-28,Vietnam
2868,2868,Sin datos,1976-08-28,England
2869,2869,Sin datos,1976-09-02,Alaska
2870,2870,Sin datos,1976-09-03,Portugal
2871,2871,Error de tráfico aéreo,1976-09-09,Russia
2872,2872,Error de tráfico aéreo,1976-09-10,Yugoslavia
2873,2873,Sin datos,1976-09-19,Turkey
2874,2874,Sin datos,1976-09-26,Michigan
2875,2875,Sin datos,1976-10-04,Kenya
2876,2876,Sabotaje o terrorismo,1976-10-06,Barbados
2877,2877,Sin datos,1976-10-13,Bolivia
2878,2878,Sin datos,1976-10-13,India
2879,2879,Sin datos,1976-10-28,Brazil
2880,2880,Sin datos,1976-11-04,Indonesia
2881,2881,Sin datos,1976-11-05,Atlantic Ocean
2882,2882,Sin datos,1976-11-23,Greece
2883,2883,Sin datos,1976-11-28,Russia
2884,2884,Sin datos,1976-12-12,New Jersey
2885,2885,Sin datos,1976-12-17,Russia
2886,2886,Sin datos,1976-12-17,USSR
2887,2887,Sin datos,1976-12-18,Russia
2888,2888,Sin datos,1976-12-25,Thailand
2889,2889,Sin datos,1976-12-31,Peru
2890,2890,Sin datos,1977-01-06,California
2891,2891,Sin datos,1977-01-13,Alaska
2892,2892,Sin datos,1977-01-13,USSR
2893,2893,Sin datos,1977-01-14,Canada
2894,2894,Sin datos,1977-01-15,Sweden
2895,2895,Sin datos,1977-01-20,
2896,2896,Sin datos,1977-02-11,Slovakia
2897,2897,Sin datos,1977-02-15,Russia
2898,2898,Sin datos,1977-02-28,Canada
2899,2899,Sin datos,1977-03-01,Yemen
2900,2900,Sin datos,1977-03-03,Italy
2901,2901,Sin datos,1977-03-04,Niger
2902,2902,Sin datos,1977-03-27,Canary Islands
2903,2903,Sin datos,1977-03-29,Indonesia
2904,2904,Sin datos,1977-03-30,Russia
2905,2905,Sin datos,1977-04-04,Georgia
2906,2906,Sin datos,1977-04-10,Colombia
2907,2907,Sin datos,1977-04-19,Estonia
2908,2908,Sin datos,1977-04-27,Guatemala
2909,2909,Sin datos,1977-05-10,Jordan
2910,2910,Sin datos,1977-05-13,Lebanon
2911,2911,Sin datos,1977-05-14,Zambia
2912,2912,Sin datos,1977-05-16,New York
2913,2913,Sin datos,1977-05-27,Cuba
2914,2914,Sin datos,1977-06-03,Brazil
2915,2915,Sin datos,1977-06-20,Uruguay
2916,2916,Sin datos,1977-06-21,Off Wake Island
2917,2917,Sin datos,1977-07-06,Missouri
2918,2918,Sin datos,1977-07-08,Ukraine
2919,2919,Sin datos,1977-07-14,Angola
2920,2920,Sin datos,1977-07-20,Russia
2921,2921,Sin datos,1977-07-20,Ethiopia
2922,2922,Sin datos,1977-07-24,Chile
2923,2923,Sin datos,1977-07-25,Honduras
2924,2924,Sin datos,1977-08-01,California
2925,2925,Sin datos,1977-08-20,Costa Rica
2926,2926,Sin datos,1977-08-25,Hawaii
2927,2927,Sin datos,1977-09-02,Off Hong Kong
2928,2928,Sin datos,1977-09-04,Ecuador
2929,2929,Sin datos,1977-09-06,Alaska
2930,2930,Sin datos,1977-09-08,Burma
2931,2931,Sin datos,1977-09-12,Alaska
2932,2932,Sin datos,1977-09-14,New Mexico
2933,2933,Sin datos,1977-09-22,Romania
2934,2934,Sin datos,1977-09-27, Malaysia
2935,2935,Insuficiente combustible,1977-10-20,Mississippi
2936,2936,Sin datos,1977-10-21,Philippines
2937,2937,Sin datos,1977-11-03,Mexico
2938,2938,Sin datos,1977-11-19,Italy
2939,2939,Sin datos,1977-11-19,Portugal
2940,2940,Sin datos,1977-11-21,Argentina
2941,2941,Sin datos,1977-11-26,France
2942,2942,Insuficiente combustible,1977-12-02,Lebanon
2943,2943,Sabotaje o terrorismo,1977-12-04,Malaysia
2944,2944,Sin datos,1977-12-08,Louisiana
2945,2945,Sin datos,1977-12-09,USSR
2946,2946,Sin datos,1977-12-11,Canary Islands
2947,2947,Sin datos,1977-12-13,Indiana
2948,2948,Sin datos,1977-12-18,Utah
2949,2949,Sin datos,1977-12-18,Portugal
2950,2950,Sin datos,1977-12-19,Puerto Rico
2951,2951,Sin datos,1977-12-24,Netherlands Antilles
2952,2952,Sin datos,1977-12-29,Ecuador
2953,2953,Sin datos,1978-01-01,India
2954,2954,Sin datos,1978-01-27,Colombia
2955,2955,Sin datos,1978-01-31,Brazil
2956,2956,Sin datos,1978-02-10,Uruguay
2957,2957,Sin datos,1978-02-10,Washington
2958,2958,Sin datos,1978-02-11,Canada
2959,2959,Sin datos,1978-02-28,California
2960,2960,Sin datos,1978-03-01,California
2961,2961,Sin datos,1978-03-02,Nigeria
2962,2962,Sin datos,1978-03-03,Venezuela
2963,2963,Sin datos,1978-03-16,Bulgaria
2964,2964,Sin datos,1978-03-22,California
2965,2965,Sin datos,1978-03-25,Burma
2966,2966,Sin datos,1978-04-04,Texas
2967,2967,Sin datos,1978-04-05,Virgin Islands
2968,2968,Sin datos,1978-04-20,Russia
2969,2969,Sin datos,1978-04-29,Colombia
2970,2970,Sin datos,1978-05-08,Florida
2971,2971,Sin datos,1978-05-19,Russia
2972,2972,Sin datos,1978-06-23,Newfoundland
2973,2973,Sin datos,1978-06-26,Norway
2974,2974,Sin datos,1978-06-26,Canada
2975,2975,Sin datos,1978-08-14,Bolivia
2976,2976,Sin datos,1978-08-26,Burma
2977,2977,Sin datos,1978-08-30,Nevada
2978,2978,Sin datos,1978-09-03,Guinea
2979,2979,Sin datos,1978-09-03,Canada
2980,2980,Sin datos,1978-09-03,Rhodesia (Zimbabwe)
2981,2981,Sin datos,1978-09-09,Alaska
2982,2982,Sin datos,1978-09-09,Mexico
2983,2983,Sin datos,1978-09-13,AK
2984,2984,Sin datos,1978-09-14,Philippines
2985,2985,Sin datos,1978-09-25,California
2986,2986,Sin datos,1978-10-03,Finland
2987,2987,Sin datos,1978-10-03,Myanmar
2988,2988,Sin datos,1978-10-06,Chile
2989,2989,Sin datos,1978-10-07,Russia
2990,2990,Sin datos,1978-10-08,Alaska
2991,2991,Sin datos,1978-10-22,Solomon Islands
2992,2992,Sin datos,1978-10-23,USSR
2993,2993,Sin datos,1978-11-05,Egypt
2994,2994,Sin datos,1978-11-15,Sri Lanka
2995,2995,Sin datos,1978-11-18,West Indies
2996,2996,Sin datos,1978-11-19,India
2997,2997,Sin datos,1978-11-21,Venezuela
2998,2998,Sin datos,1978-11-25,Alaska
2999,2999,Sin datos,1978-12-04,Coloado
3000,3000,Sin datos,1978-12-16,Italy
3001,3001,Sin datos,1978-12-17,India
3002,3002,Sin datos,1978-12-23,Italy
3003,3003,Insuficiente combustible,1978-12-28,Oregon
3004,3004,Sin datos,1979-01-15,Russia
3005,3005,Sin datos,1979-01-24,Algeria
3006,3006,Sin datos,1979-01-27,France
3007,3007,Sin datos,1979-01-30,Japan
3008,3008,Sin datos,1979-02-08,Brazil
3009,3009,Sabotaje o terrorismo,1979-02-12,Rhodesia
3010,3010,Sin datos,1979-02-12,West Virginia
3011,3011,Sin datos,1979-02-17,New Zealand
3012,3012,Sabotaje o terrorismo,1979-02-19,Ethiopia
3013,3013,Sin datos,1979-03-01,Mississippi
3014,3014,Sin datos,1979-03-10,California
3015,3015,Sin datos,1979-03-14,China
3016,3016,Sin datos,1979-03-14,Qatar
3017,3017,Sin datos,1979-03-17,Russia
3018,3018,Sin datos,1979-03-26,Angola
3019,3019,Sin datos,1979-03-29,Canada
3020,3020,Sin datos,1979-04-14,California
3021,3021,Sin datos,1979-04-18,New Jersey
3022,3022,Sin datos,1979-04-23,Ecuador
3023,3023,Sin datos,1979-05-25,Alaska
3024,3024,Sin datos,1979-05-25,Illinois
3025,3025,Sin datos,1979-05-27,Senegal
3026,3026,Sin datos,1979-05-30,Maine
3027,3027,Sin datos,1979-06-07,India
3028,3028,Sin datos,1979-06-17,Massachusetts
3029,3029,Sin datos,1979-07-11,Indonesia
3030,3030,Sin datos,1979-07-12,Fiji
3031,3031,Sin datos,1979-07-12,Alaska
3032,3032,Sin datos,1979-07-23,Lebanon
3033,3033,Sin datos,1979-07-24,Virgin Islands
3034,3034,Sin datos,1979-07-31,Scotland
3035,3035,Sin datos,1979-08-02,Ohio
3036,3036,Sin datos,1979-08-03,USSR
3037,3037,Sin datos,1979-08-04,India
3038,3038,Sin datos,1979-08-11,Russia
3039,3039,Sin datos,1979-08-24,USSR
3040,3040,Sin datos,1979-08-29,Russia
3041,3041,Sin datos,1979-09-03,Russia
3042,3042,Sin datos,1979-09-11,Taiwan
3043,3043,Sin datos,1979-09-14,Oregon
3044,3044,Sin datos,1979-09-14, Italy
3045,3045,Sin datos,1979-09-18,Canada
3046,3046,Sin datos,1979-09-19,California
3047,3047,Sin datos,1979-09-30,British Columbia Canada
3048,3048,Sin datos,1979-10-07,Greece
3049,3049,Sin datos,1979-10-08,Kentucky
3050,3050,Sin datos,1979-10-27,Russia
3051,3051,Sin datos,1979-10-31,Mexico
3052,3052,Sabotaje o terrorismo,1979-11-15,Illinois
3053,3053,Sin datos,1979-11-16,Russia
3054,3054,Sin datos,1979-11-18,Utah
3055,3055,Fuego en la cabina,1979-11-26,Saudi Arabia
3056,3056,Sin datos,1979-11-28,Antarctica
3057,3057,Sin datos,1979-11-30,Colombia
3058,3058,Sin datos,1979-12-09,Russia
3059,3059,Sin datos,1979-12-12,Bolivia
3060,3060,Sin datos,1979-12-18,Colombia
3061,3061,Sin datos,1979-12-22,Peru
3062,3062,Sin datos,1979-12-23,Turkey
3063,3063,Sin datos,1979-12-23,Papua New Guinea
3064,3064,Sin datos,1980-01-02,Haiti
3065,3065,Sin datos,1980-01-11,Over the Atlantic Ocean
3066,3066,Sin datos,1980-01-14,Alaska
3067,3067,Sin datos,1980-01-21,Iran
3068,3068,Sin datos,1980-01-23, Indonesia
3069,3069,Sin datos,1980-01-24,Burma
3070,3070,Sin datos,1980-02-03,Cuba
3071,3071,Sin datos,1980-02-21,Louisiana
3072,3072,Sin datos,1980-02-21,Australia
3073,3073,Sin datos,1980-02-22,India
3074,3074,Sin datos,1980-02-27,Philippines
3075,3075,Sin datos,1980-03-14,Poland
3076,3076,Sin datos,1980-03-14,Turkey
3077,3077,Sin datos,1980-03-21,Texas
3078,3078,Sin datos,1980-03-21,Brazil
3079,3079,Sin datos,1980-04-12,Brazil
3080,3080,Sin datos,1980-04-14,Russia
3081,3081,Sin datos,1980-04-24,Iran
3082,3082,Sin datos,1980-04-25,Canary Islands
3083,3083,Sin datos,1980-04-27,Thailand
3084,3084,Sin datos,1980-06-02,Bolivia
3085,3085,Sin datos,1980-06-08,Angola
3086,3086,Sin datos,1980-06-12,Russia
3087,3087,Sin datos,1980-06-12,Nebraska
3088,3088,Sabotaje o terrorismo,1980-06-27,Italy
3089,3089,Sin datos,1980-07-08,USSR
3090,3090,Sin datos,1980-08-01,Mexico
3091,3091,Sin datos,1980-08-06,Louisiana
3092,3092,Sin datos,1980-08-07,Mauretania
3093,3093,Fuego en la cabina,1980-08-19,Saudi Arabia
3094,3094,Sin datos,1980-08-26,Indonesia
3095,3095,Tormenta eléctrica,1980-09-05,France
3096,3096,Sin datos,1980-09-10,Colombia
3097,3097,Sin datos,1980-09-12,Bahamas
