,flight_id,causes,date,route_simple
1252,1252,Sin datos,1951-05-08,France
1253,1253,Sin datos,1951-05-18, Brazil
1254,1254,Sin datos,1951-06-03,Texas
1255,1255,Sin datos,1951-06-06,Brazil
1256,1256,Sin datos,1951-06-13,Colombia
1257,1257,Sin datos,1951-06-22,Liberia
1258,1258,Sin datos,1951-06-29,Yugoslavia
1259,1259,Sin datos,1951-06-30,Colorado
1260,1260,Sin datos,1951-07-12,England
1261,1261,Sin datos,1951-07-12,India
1262,1262,Sin datos,1951-07-12,Brazil
1263,1263,Sin datos,1951-07-16,New Guinea
1264,1264,Sin datos,1951-07-20,China
1265,1265,Sin datos,1951-07-21,Alaska
1266,1266,Sin datos,1951-07-24,Mali
1267,1267,Sin datos,1951-07-29,Bolivia
1268,1268,Sin datos,1951-08-08,Australia
1269,1269,Sin datos,1951-08-11,France
1270,1270,Sin datos,1951-08-17,Brazil
1271,1271,Sin datos,1951-08-24,California
1272,1272,Sin datos,1951-09-08,Brazil
1273,1273,Sin datos,1951-09-12,Spain
1274,1274,Sin datos,1951-09-12,California
1275,1275,Sin datos,1951-09-15,India
1276,1276,Sin datos,1951-09-27,Tachikawa Air Base
1277,1277,Sin datos,1951-09-29,Bolivia
1278,1278,Sin datos,1951-10-08,Mexico
1279,1279,Sin datos,1951-10-15,South Africa
1280,1280,Sin datos,1951-10-15,North Atlantic
1281,1281,Sin datos,1951-10-17,Canada
1282,1282,Sin datos,1951-10-22,Yugoslavia
1283,1283,Fuego en la cabina,1951-10-27,Guatemala
1284,1284,Sin datos,1951-11-05,New Mexico
1285,1285,Sin datos,1951-11-13,France
1286,1286,Sin datos,1951-11-15,Poland
1287,1287,Sin datos,1951-11-17,Russia
1288,1288,Sin datos,1951-11-19,Egypt
1289,1289,Sin datos,1951-11-21,India
1290,1290,Sin datos,1951-11-24,Switzerland
1291,1291,Sin datos,1951-11-27,Mexico
1292,1292,Sin datos,1951-12-04,Colorado
1293,1293,Sin datos,1951-12-13,New Guinea
1294,1294,Sin datos,1951-12-16,New Jersey
1295,1295,Sin datos,1951-12-23,Iran
1296,1296,Sin datos,1951-12-27,Russia
1297,1297,Sin datos,1951-12-29,New York
1298,1298,Sin datos,1951-12-30,Alaska
1299,1299,Sin datos,1951-12-30,Arizona
1300,1300,Sin datos,1951-12-31,India
1301,1301,Sin datos,1952-01-02,Madagascar
1302,1302,Sin datos,1952-01-10,Ireland
1303,1303,Sin datos,1952-01-19,Canada
1304,1304,Sin datos,1952-01-22,New Jersey
1305,1305,Sin datos,1952-02-04,Belgian Congo
1306,1306,Sin datos,1952-02-07,Japan
1307,1307,Sin datos,1952-02-11,New Jersey
1308,1308,Sin datos,1952-02-16,Italy
1309,1309,Sin datos,1952-02-19,India
1310,1310,Sin datos,1952-02-19,Cameroon
1311,1311,Sin datos,1952-02-28, Brazil
1312,1312,Sin datos,1952-03-03,France
1313,1313,Sin datos,1952-03-10,Philippines
1314,1314,Sin datos,1952-03-12,Texas
1315,1315,Sin datos,1952-03-22,Canada
1316,1316,Sin datos,1952-03-22,Germany
1317,1317,Sin datos,1952-03-24,French West Africa
1318,1318,Sin datos,1952-03-26,Russia
1319,1319,Sin datos,1952-03-29,Venezuela
1320,1320,Sin datos,1952-03-30,Philippines
1321,1321,Sin datos,1952-04-05,New York
1322,1322,Sin datos,1952-04-09,Japan
1323,1323,Sin datos,1952-04-10,India
1324,1324,Sin datos,1952-04-11,Puerto Rico
1325,1325,Sin datos,1952-04-18,California
1326,1326,Sin datos,1952-04-29,Brazil
1327,1327,Sin datos,1952-04-30, India
1328,1328,Sin datos,1952-05-05,Norway
1329,1329,Sin datos,1952-05-09,Malaysia
1330,1330,Sin datos,1952-05-13,Brazil
1331,1331,Sin datos,1952-05-24,Brazil
1332,1332,Insuficiente combustible,1952-05-26,Mauritania
1333,1333,Sin datos,1952-06-13,Baltic Sea
1334,1334,Sin datos,1952-06-14,England
1335,1335,Sin datos,1952-06-24,England
1336,1336,Sin datos,1952-06-25,North Sea
1337,1337,Sin datos,1952-07-18,Florida
1338,1338,Sin datos,1952-07-27,Brazil
1339,1339,Sabotaje o terrorismo,1952-08-12,Brazil
1340,1340,Sin datos,1952-08-21,Italy
1341,1341,Sin datos,1952-08-26,West Pakistan
1342,1342,Sin datos,1952-08-29,Sudan
1343,1343,Sin datos,1952-09-06,England
1344,1344,Sin datos,1952-09-10,Panama
1345,1345,Sin datos,1952-09-15,Sudan
1346,1346,Error de tráfico aéreo,1952-10-05,Russia
1347,1347,Sin datos,1952-10-08,Scotland
1348,1348,Sin datos,1952-10-14,Brazil
1349,1349,Sin datos,1952-10-16,South Korea
1350,1350,Sin datos,1952-10-29,Arizona
1351,1351,Sin datos,1952-11-06,Chad
1352,1352,Sin datos,1952-11-07,Alaska
1353,1353,Sin datos,1952-11-14,South Korea
1354,1354,Sin datos,1952-11-15,Alaska
1355,1355,Sin datos,1952-11-17,Montana
1356,1356,Sin datos,1952-11-22,Alaska
1357,1357,Sin datos,1952-11-28,Washington
1358,1358,Sin datos,1952-12-06,Bugaria
1359,1359,Sin datos,1952-12-06,Bermuda
1360,1360,Sin datos,1952-12-20,Washington
1361,1361,Sin datos,1952-12-21,Florida
1362,1362,Sin datos,1952-12-22,Syria
1363,1363,Sin datos,1952-12-25,Venezuela
1364,1364,Sin datos,1952-12-25,Iran
1365,1365,Sin datos,1952-12-30,Taiwan
1366,1366,Sin datos,1953-01-05,Northern Ireland
1367,1367,Sin datos,1953-01-07,Washington
1368,1368,Sin datos,1953-01-07,Idaho
1369,1369,Sin datos,1953-01-15,Italy
1370,1370,Sin datos,1953-01-26,Italy
1371,1371,Sin datos,1953-02-02,Canada
1372,1372,Sin datos,1953-02-03,Vietnam
1373,1373,Sin datos,1953-02-07,France
1374,1374,Sin datos,1953-02-09,Egypt
1375,1375,Sin datos,1953-02-14,Alabama
1376,1376,Sin datos,1953-03-03,Pakistan
1377,1377,Sin datos,1953-03-04,Connecticut
1378,1378,Sin datos,1953-03-14,India
1379,1379,Sin datos,1953-03-17,Vietnam
1380,1380,Sin datos,1953-03-18,Newfoundland
1381,1381,Sin datos,1953-03-18,Newfoundland
1382,1382,Sin datos,1953-03-20,California
1383,1383,Sin datos,1953-03-27,Brazil
1384,1384,Sin datos,1953-03-29,Tanganyika
1385,1385,Sin datos,1953-04-10,Madagascar
1386,1386,Sin datos,1953-04-10,Brazil
1387,1387,Sin datos,1953-04-10,Jamaica
1388,1388,Sin datos,1953-04-14,India
1389,1389,Sin datos,1953-04-14,Washington
1390,1390,Sin datos,1953-04-16,Vietnam
1391,1391,Sin datos,1953-04-20,California
1392,1392,Sin datos,1953-05-02,India
1393,1393,Sin datos,1953-05-07,England
1394,1394,Sin datos,1953-05-09,India
1395,1395,Sin datos,1953-05-11,Canada
1396,1396,Sin datos,1953-05-17,Texas
1397,1397,Sin datos,1953-05-24,Missouri
1398,1398,Sin datos,1953-05-25,Netherlands
1399,1399,Sin datos,1953-05-27,Russia
1400,1400,Sin datos,1953-06-14,Georgia
1401,1401,Sin datos,1953-06-15,Costa Rica
1402,1402,Sin datos,1953-06-15,Chile
1403,1403,Sin datos,1953-06-16,French Indo-China
1404,1404,Sin datos,1953-06-17,Brazil
1405,1405,Sin datos,1953-06-18,Japan
1406,1406,Sin datos,1953-07-12,325 miles east of Wake Island
1407,1407,Sin datos,1953-07-17,Florida
1408,1408,Sin datos,1953-07-27,North Korea
1409,1409,Sin datos,1953-08-03,Turkey
1410,1410,Sin datos,1953-08-03,United Arab Emirates
1411,1411,Sin datos,1953-08-05,Off Irish coast
1412,1412,Sin datos,1953-08-18,California
1413,1413,Sin datos,1953-09-01,France
1414,1414,Sin datos,1953-09-01,Washington
1415,1415,Sin datos,1953-09-08,Honduras
1416,1416,Sin datos,1953-09-14,Mexico
1417,1417,Sin datos,1953-09-16,New York
1418,1418,Sin datos,1953-09-25,Turkey
1419,1419,Sin datos,1953-09-28,Kentucky
1420,1420,Sin datos,1953-10-14,Germany
1421,1421,Sin datos,1953-10-17,Vietnam
1422,1422,Sin datos,1953-10-19,New York
1423,1423,Sin datos,1953-10-19,Mexico
1424,1424,Sin datos,1953-10-27,Russia
1425,1425,Sin datos,1953-10-29,California
1426,1426,Sin datos,1953-10-31,Russia
1427,1427,Sin datos,1953-11-03,Bolivia
1428,1428,Sin datos,1953-11-11,Scotland
1429,1429,Sin datos,1953-12-04,Spain
1430,1430,Sin datos,1953-12-12,India
1431,1431,Sin datos,1953-12-15,Guatemala
1432,1432,Sin datos,1953-12-15,Egypt
1433,1433,Sin datos,1953-12-17,Mariana Islands
1434,1434,Sin datos,1953-12-19,Switzerland
1435,1435,Sin datos,1953-12-21,Syria
1436,1436,Sin datos,1954-01-02,Afghanistan
1437,1437,Sin datos,1954-01-05,Turkey
1438,1438,Sin datos,1954-01-06,England
1439,1439,Fallas en el diseño,1954-01-10,Italy
1440,1440,Sin datos,1954-01-11,Colombia
1441,1441,Sin datos,1954-01-12,Czech Republic
1442,1442,Sin datos,1954-01-13,California
1443,1443,Sin datos,1954-01-14,Italy
1444,1444,Sin datos,1954-01-20,Missouri
1445,1445,Fuego en la cabina,1954-02-01,Japan
1446,1446,Sin datos,1954-02-05,Alaska
1447,1447,Sin datos,1954-02-12,Malta
1448,1448,Sin datos,1954-02-25,India
1449,1449,Sin datos,1954-02-26,Wyoming
1450,1450,Sin datos,1954-03-04,France
1451,1451,Sin datos,1954-03-13,South Vietnam
1452,1452,Sin datos,1954-03-13,Singapore
1453,1453,Sin datos,1954-03-14,Australia
1454,1454,Sin datos,1954-03-19,Maryland
1455,1455,Sin datos,1954-03-26,Mexico
1456,1456,Sin datos,1954-04-03,Turkey
1457,1457,Sin datos,1954-04-04,Vietnam
1458,1458,Fallas en el diseño,1954-04-08,Italy
1459,1459,Sin datos,1954-04-08,Canada
1460,1460,Sin datos,1954-04-13,Chile
1461,1461,Sin datos,1954-04-13,Laos
1462,1462,Sin datos,1954-04-23,Argentina
1463,1463,Sin datos,1954-04-30,India
1464,1464,Sin datos,1954-05-22,New Zealand
1465,1465,Sin datos,1954-05-31,Brazil
1466,1466,Sin datos,1954-06-03,Slovenia
1467,1467,Sin datos,1954-06-04,Brazil
1468,1468,Sin datos,1954-06-08,Vietnam
1469,1469,Insuficiente combustible,1954-06-19,England
1470,1470,Sin datos,1954-07-02,Brazil
1471,1471,Sin datos,1954-07-23,China
1472,1472,Sin datos,1954-08-08,Alaska
1473,1473,Sin datos,1954-08-09,Portugal
1474,1474,Sin datos,1954-08-12,Vietnam
1475,1475,Sin datos,1954-08-16,Laos
1476,1476,Sin datos,1954-08-22,Iowa
1477,1477,Sin datos,1954-08-23,North Sea
1478,1478,Sin datos,1954-08-26,Russia
1479,1479,Sin datos,1954-08-27,South Dekota
1480,1480,Sin datos,1954-09-05,Ireland
1481,1481,Sin datos,1954-09-12,Brazil
1482,1482,Sin datos,1954-09-15,Egypt
1483,1483,Sin datos,1954-09-27,Russia
1484,1484,Sin datos,1954-10-24,Italy
1485,1485,Sin datos,1954-10-28,Russia
1486,1486,Sin datos,1954-10-30,Maryland
1487,1487,Sin datos,1954-10-31,Australia
1488,1488,Sin datos,1954-11-16,Peru
1489,1489,Sin datos,1954-11-30,New Hampshire
1490,1490,Sin datos,1954-12-04,Laos
1491,1491,Sin datos,1954-12-12,Slovakia
1492,1492,Sin datos,1954-12-18,New York
1493,1493,Sin datos,1954-12-18,Venezuela
1494,1494,Insuficiente combustible,1954-12-22,Pennsylvania
1495,1495,Sin datos,1954-12-25,Scotland
1496,1496,Sin datos,1954-12-31,Russia
1497,1497,Sin datos,1955-01-01,Alaska
1498,1498,Sin datos,1955-01-11,Ireland
1499,1499,Sin datos,1955-01-12,Kentucky
1500,1500,Sin datos,1955-01-15,Canada
1501,1501,Sin datos,1955-01-19,Iowa
1502,1502,Sin datos,1955-01-31,Colombia
1503,1503,Sin datos,1955-02-02,India
1504,1504,Fallas en el diseño,1955-02-05,Nigeria
1505,1505,Sin datos,1955-02-13,Italy
1506,1506,Sin datos,1955-02-19,New Mexico
1507,1507,Sin datos,1955-02-23, Zimbabwe
1508,1508,Sin datos,1955-02-26,Argentina
1509,1509,Sin datos,1955-03-06,Brazil
1510,1510,Sin datos,1955-03-07,Mexic
1511,1511,Sin datos,1955-03-08,Mexico
1512,1512,Sin datos,1955-03-09,Colombia
1513,1513,Sin datos,1955-03-20,Missouri
1514,1514,Sin datos,1955-03-22,Hawaii
1515,1515,Sin datos,1955-03-26,Off the Oregon coast
1516,1516,Sin datos,1955-04-02,Florida
1517,1517,Sin datos,1955-04-04,New York
1518,1518,Sabotaje o terrorismo,1955-04-11,Sarawak
1519,1519,Sin datos,1955-04-18,Cameroons
1520,1520,Sin datos,1955-05-18,Kenya
1521,1521,Sin datos,1955-05-21,Venezuela
1522,1522,Sin datos,1955-05-26,Canada
1523,1523,Sin datos,1955-06-03,Cameroon
1524,1524,Sin datos,1955-06-16,Paraguay
1525,1525,Sin datos,1955-06-18,Mexico
1526,1526,Sin datos,1955-07-14,Mexico
1527,1527,Sin datos,1955-07-17,Illinois
1528,1528,Sabotaje o terrorismo,1955-07-27,Bulgaria
1529,1529,Sin datos,1955-08-04,Missouri
1530,1530,Sin datos,1955-08-05,Russia
1531,1531,Sin datos,1955-08-11,West Germany
1532,1532,Sin datos,1955-08-26,Brazil
1533,1533,Sin datos,1955-08-30,Nepal
1534,1534,Sin datos,1955-09-02,Burma (Myanmar)
1535,1535,Sin datos,1955-09-08,California
1536,1536,Sin datos,1955-09-10,Cameroon
1537,1537,Sin datos,1955-09-17,Canada
1538,1538,Sin datos,1955-09-22,Libya
1539,1539,Sin datos,1955-09-24,HI)
1540,1540,Sin datos,1955-09-29,Canada
1541,1541,Sin datos,1955-10-02,Peru
1542,1542,Piloto indispuesto,1955-10-06,Wyoming
1543,1543,Sin datos,1955-10-10,Austria
1544,1544,Sabotaje o terrorismo,1955-11-01,Colorado
1545,1545,Sin datos,1955-11-17,Nevada
1546,1546,Sin datos,1955-11-17,Washingon
1547,1547,Sin datos,1955-11-20,Japan
1548,1548,Sin datos,1955-11-30,California
1549,1549,Sin datos,1955-12-01,Brazil
1550,1550,Sin datos,1955-12-09,Russia
1551,1551,Sin datos,1955-12-17,South Carolina
1552,1552,Sin datos,1955-12-19,Brazil
1553,1553,Sin datos,1955-12-21,Florida
1554,1554,Sin datos,1956-01-12, Australia
1555,1555,Sin datos,1956-01-17,Canada
1556,1556,Sin datos,1956-01-18,Czechoslovakia
1557,1557,Sin datos,1956-01-28,France
1558,1558,Sin datos,1956-02-13,Canada
1559,1559,Sin datos,1956-02-14,Canada
1560,1560,Sin datos,1956-02-17,California
1561,1561,Sin datos,1956-02-18,Malta
1562,1562,Sin datos,1956-02-20,Egypt
1563,1563,Sin datos,1956-02-24,Syria
1564,1564,Sin datos,1956-02-25,Pakistan
1565,1565,Sin datos,1956-03-21,India
1566,1566,Sin datos,1956-03-28,England
1567,1567,Sin datos,1956-03-31,India
1568,1568,Sin datos,1956-03-31,Thailand
1569,1569,Sin datos,1956-04-01,Pennsylvania
1570,1570,Sin datos,1956-04-02,Washington
1571,1571,Sin datos,1956-04-09,Alaska
1572,1572,Sin datos,1956-04-18,Brazil
1573,1573,Sin datos,1956-04-30,England
1574,1574,Sin datos,1956-05-15,Nepal
1575,1575,Sin datos,1956-05-15,Canada
1576,1576,Sin datos,1956-05-24,Guatemala
1577,1577,Sin datos,1956-06-13,Over North Carolina
1578,1578,Sin datos,1956-06-20,New Jersey
1579,1579,Sin datos,1956-06-24,Nigeria
1580,1580,Sin datos,1956-06-30,Arizona
1581,1581,Sin datos,1956-07-09,Michigan
1582,1582,Sin datos,1956-07-13,New Jersey
1583,1583,Sin datos,1956-07-15,Ireland
1584,1584,Sin datos,1956-07-16,Argentina
1585,1585,Sin datos,1956-08-08,Burma
1586,1586,Sin datos,1956-08-29,Alaska
1587,1587,Sin datos,1956-09-09,Jordan
1588,1588,Sin datos,1956-09-09,Oklahoma
1589,1589,Sin datos,1956-10-02,Alaska
1590,1590,Sin datos,1956-10-10,England
1591,1591,Sin datos,1956-10-16,Over the Pacific Ocean
1592,1592,Sin datos,1956-10-19,India
1593,1593,Sin datos,1956-10-28,Over the Mediterranean Sea
1594,1594,Sin datos,1956-11-05,England
1595,1595,Sin datos,1956-11-07,Norway
1596,1596,Sin datos,1956-11-15,Nicaragua
1597,1597,Sin datos,1956-11-17,Colombia
1598,1598,Sin datos,1956-11-24,France
1599,1599,Sin datos,1956-11-24,Switzerland
1600,1600,Sin datos,1956-11-27,Venezuela
1601,1601,Sin datos,1956-12-08,Colombia
1602,1602,Sin datos,1956-12-09,Canada
1603,1603,Sin datos,1956-12-12,France
1604,1604,Sin datos,1956-12-22,Germany
1605,1605,Sin datos,1956-12-22,Italy
1606,1606,Sin datos,1956-12-31,Saudi Arabia
1607,1607,Sin datos,1957-01-06,Oklahoma
1608,1608,Sin datos,1957-01-11,Argentina
1609,1609,Sin datos,1957-01-23,Nicaragua
1610,1610,Sin datos,1957-01-29,France
1611,1611,Sin datos,1957-01-31,California
1612,1612,Sin datos,1957-02-01,New York
1613,1613,Sin datos,1957-02-22,South Korea
1614,1614,Sin datos,1957-03-02,Washington
1615,1615,Sin datos,1957-03-04,Japan
1616,1616,Sin datos,1957-03-05,England
1617,1617,Sin datos,1957-03-09,Colombia
1618,1618,Sin datos,1957-03-14,England
1619,1619,Sin datos,1957-03-17,Philippines
1620,1620,Sin datos,1957-03-18,Bolivia
1621,1621,Sin datos,1957-03-22,Over the North Pacific Ocean
1622,1622,Sin datos,1957-04-07,Brazil
1623,1623,Sin datos,1957-04-08,Algeria
1624,1624,Sin datos,1957-04-10,Brazil
1625,1625,Sin datos,1957-04-15,Mexico
1626,1626,Sin datos,1957-04-17,Jordan
1627,1627,Sin datos,1957-04-20,Iraq
1628,1628,Sin datos,1957-05-01,England
1629,1629,Sin datos,1957-05-05,India
1630,1630,Sin datos,1957-05-09,Spain
1631,1631,Sin datos,1957-05-13,Greenland
1632,1632,Sin datos,1957-05-13,India
1633,1633,Sin datos,1957-05-13,Argentina
1634,1634,Sin datos,1957-06-14,Russia
1635,1635,Sin datos,1957-06-18,Switzerland
1636,1636,Sin datos,1957-06-22,Maryland
1637,1637,Sin datos,1957-06-23,Canada
1638,1638,Sin datos,1957-06-24,Australia
1639,1639,Sin datos,1957-07-01,Pakistan
1640,1640,Sin datos,1957-07-03,Canada
1641,1641,Sin datos,1957-07-16,Indonesia
1642,1642,Sin datos,1957-07-16,Taiwan (Formosa)
1643,1643,Sabotaje o terrorismo,1957-07-25,California
1644,1644,Sin datos,1957-08-11,Canada
1645,1645,Sin datos,1957-08-15,Denmark
1646,1646,Sin datos,1957-08-20,India
1647,1647,Sin datos,1957-08-29,Honduras
1648,1648,Sin datos,1957-09-03,Venezuela
1649,1649,Sin datos,1957-09-15,Massachusetts
1650,1650,Sin datos,1957-09-18, Uruguay
1651,1651,Sin datos,1957-09-27,India
1652,1652,Sin datos,1957-09-28,Scotland
1653,1653,Sin datos,1957-10-01,Russia
1654,1654,Sin datos,1957-10-03,Lebanon
1655,1655,Sin datos,1957-10-18,Brazil
1656,1656,Sin datos,1957-10-23,Ireland
1657,1657,Sin datos,1957-10-28,Spain
1658,1658,Sin datos,1957-10-30,Mexico
1659,1659,Sin datos,1957-11-03,West Germany
1660,1660,Sin datos,1957-11-04,Russia
1661,1661,Sin datos,1957-11-06,England
1662,1662,Fuego en la cabina,1957-11-08,Pacific Ocean
1663,1663,Sin datos,1957-11-15,England
1664,1664,Sin datos,1957-11-15,Spain
1665,1665,Sin datos,1957-11-21,New Zealand
1666,1666,Sin datos,1957-12-08,Argentina
1667,1667,Sin datos,1957-12-10,Canada
1668,1668,Sin datos,1957-12-11,Philippines
1669,1669,Sin datos,1957-12-18,Russia
1670,1670,Sin datos,1957-12-23,England
1671,1671,Sin datos,1957-12-23,Hawaii
1672,1672,Sin datos,1957-12-31,Argentina
1673,1673,Sin datos,1958-01-16,Brazil
1674,1674,Sin datos,1958-01-20,Bolivia
1675,1675,Sin datos,1958-02-01,Brazil
1676,1676,Sin datos,1958-02-01,California
1677,1677,Sin datos,1958-02-06,Germany
1678,1678,Sin datos,1958-02-15,Italy
1679,1679,Sin datos,1958-02-19,French Polynesia
1680,1680,Sin datos,1958-02-19,Egypt
1681,1681,Sin datos,1958-02-20,Azores
1682,1682,Sin datos,1958-02-27,England
1683,1683,Sin datos,1958-03-07,Egypt
1684,1684,Sin datos,1958-03-07,Okinawa
1685,1685,Sin datos,1958-03-22,New Mexico
1686,1686,Sin datos,1958-03-24,Nepal
1687,1687,Sin datos,1958-03-25,Florida
1688,1688,Sin datos,1958-03-27,Texas
1689,1689,Sin datos,1958-04-02,Ecuador
1690,1690,Sin datos,1958-04-06,Michigan
1691,1691,Sin datos,1958-04-07,Ecuador
1692,1692,Error de tráfico aéreo,1958-04-14,Spain
1693,1693,Sin datos,1958-04-21,Nevada
1694,1694,Sin datos,1958-05-15,India
1695,1695,Sin datos,1958-05-16,France
1696,1696,Sin datos,1958-05-18,Morocco
1697,1697,Sin datos,1958-05-20,Maryland
1698,1698,Sin datos,1958-05-25,India
1699,1699,Sin datos,1958-05-31,Brazil
1700,1700,Sin datos,1958-05-31,Algeria
1701,1701,Sin datos,1958-06-02,Philippines
1702,1702,Sin datos,1958-06-02,Mexico
1703,1703,Sin datos,1958-06-04,West Virginia
1704,1704,Sin datos,1958-06-09,Russia
1705,1705,Sin datos,1958-06-16,Brazil
1706,1706,Sin datos,1958-06-25,India
1707,1707,Sin datos,1958-06-27,Massachusetts
1708,1708,Sin datos,1958-07-09,Baangladesh
1709,1709,Sin datos,1958-08-09,Libya
1710,1710,Sin datos,1958-08-11,Brazil
1711,1711,Sin datos,1958-08-12,Japan
1712,1712,Sin datos,1958-08-14,Ireland
1713,1713,Sin datos,1958-08-15,Massachusetts
1714,1714,Sin datos,1958-08-15,Russia
1715,1715,Sin datos,1958-09-02,Russia
1716,1716,Sin datos,1958-09-02,Off Guam
1717,1717,Sin datos,1958-09-02,England
1718,1718,Sin datos,1958-09-05,Brazil
1719,1719,Sin datos,1958-09-07,Russia
1720,1720,Sin datos,1958-09-08,Washington DC
1721,1721,Sin datos,1958-09-09,Japan
1722,1722,Sin datos,1958-09-19,France
1723,1723,Sin datos,1958-09-19,Russia
1724,1724,Sin datos,1958-09-29,Over the Mediterranean Sea
1725,1725,Sin datos,1958-10-09,Idaho
1726,1726,Sin datos,1958-10-14,Venezuela
1727,1727,Sin datos,1958-10-15,Bolivia
1728,1728,Sin datos,1958-10-17,Russia
1729,1729,Sin datos,1958-10-18, Canada
1730,1730,Sin datos,1958-10-22,Italy
1731,1731,Sabotaje o terrorismo,1958-11-01,Cuba
1732,1732,Sin datos,1958-11-03,Italy
1733,1733,Sin datos,1958-11-08,Bolivia
1734,1734,Sin datos,1958-11-09,North Atlantic Ocean
1735,1735,Sin datos,1958-11-16,Colorado
1736,1736,Sin datos,1958-12-04,Spain
1737,1737,Sin datos,1958-12-23,Uzbekstan
1738,1738,Sin datos,1958-12-24,England
1739,1739,Sin datos,1958-12-26,Zimbabwe)
1740,1740,Sin datos,1958-12-30,Brazil
1741,1741,Sin datos,1959-01-06,Guatemala
1742,1742,Sin datos,1959-01-08,Tennessee
1743,1743,Sin datos,1959-01-11,Brazil
1744,1744,Sin datos,1959-01-14,California
1745,1745,Sin datos,1959-01-16,Argentina
1746,1746,Sin datos,1959-01-18,Russia
1747,1747,Sin datos,1959-01-21,Venezuela
1748,1748,Sin datos,1959-01-22,Jordan
1749,1749,Sin datos,1959-01-27,Italy
1750,1750,Sin datos,1959-02-01,Texas
1751,1751,Sin datos,1959-02-03,Iowa
1752,1752,Sin datos,1959-02-03,NY
1753,1753,Sin datos,1959-02-17,England
1754,1754,Sin datos,1959-02-18,Chile
1755,1755,Sin datos,1959-03-05,Nicaragua
1756,1756,Sin datos,1959-03-12,India
1757,1757,Sin datos,1959-03-13,Spain
1758,1758,Sin datos,1959-03-29,Central African Republic
1759,1759,Sin datos,1959-03-29,India
1760,1760,Sin datos,1959-03-30,Georgia
1761,1761,Sabotaje o terrorismo,1959-04-17,Mexico
1762,1762,Sin datos,1959-04-23,Turkey
1763,1763,Sin datos,1959-04-29,Spain
1764,1764,Sin datos,1959-05-02,Spain
1765,1765,Sin datos,1959-05-12,Maryland
1766,1766,Sin datos,1959-05-12,West Virginia
1767,1767,Sin datos,1959-05-13,Peru
1768,1768,Sin datos,1959-05-15,Aregntina
1769,1769,Sin datos,1959-05-21,Peru
1770,1770,Sin datos,1959-06-01,Nicaragua
1771,1771,Sin datos,1959-06-05,Alaska
1772,1772,Sin datos,1959-06-12,Ontario
1773,1773,Sin datos,1959-06-23,Peru
1774,1774,Tormenta eléctrica,1959-06-26,Italy
1775,1775,Sin datos,1959-06-30,Okinawa
1776,1776,Sin datos,1959-07-15,Kuwait
1777,1777,Sin datos,1959-08-03,India
1778,1778,Sin datos,1959-08-14,Pakistan
1779,1779,Sin datos,1959-08-15,New York
1780,1780,Sin datos,1959-08-19,Spain
1781,1781,Sin datos,1959-08-27,Paraguay
1782,1782,Sin datos,1959-09-02,Texas
1783,1783,Sabotaje o terrorismo,1959-09-08,Mexico
1784,1784,Sin datos,1959-09-12,Honduras
1785,1785,Sin datos,1959-09-23,Brazil
1786,1786,Sin datos,1959-09-24,Alaska
1787,1787,Sin datos,1959-09-24,France
1788,1788,Fallas en el diseño,1959-09-29,Texas
1789,1789,Sin datos,1959-10-06,Suriname
1790,1790,Sin datos,1959-10-23,Russia
1791,1791,Sin datos,1959-10-26,California
1792,1792,Piloto indispuesto,1959-10-30,Virginia
1793,1793,Sin datos,1959-10-30,Greece
1794,1794,Sin datos,1959-11-04,Canada
1795,1795,Sin datos,1959-11-16,USSR
1796,1796,Sabotaje o terrorismo,1959-11-16,Gulf of Mexico
1797,1797,Sin datos,1959-11-21,Lebanon
1798,1798,Sin datos,1959-11-24,Illinois
1799,1799,Sin datos,1959-12-01,Pennsylvania
1800,1800,Sin datos,1959-12-08,Colombia
1801,1801,Sin datos,1959-12-13,USSR
1802,1802,Sin datos,1959-12-17,Alaska
1803,1803,Sin datos,1959-12-21,Italy
1804,1804,Sin datos,1959-12-22,Brazil
1805,1805,Sin datos,1959-12-24,Indonesia
1806,1806,Sin datos,1959-12-31,Bolivia
1807,1807,Sin datos,1960-01-03,India
1808,1808,Sabotaje o terrorismo,1960-01-06,North Carolina
1809,1809,Sin datos,1960-01-10,Gulf of Sirte
1810,1810,Sin datos,1960-01-18,Virginia
1811,1811,Sin datos,1960-01-19,Turkey
1812,1812,Sin datos,1960-01-21,Jamacia
1813,1813,Sin datos,1960-01-26,Australia
1814,1814,Sin datos,1960-02-05,Bolivia
1815,1815,Sin datos,1960-02-25,Brazil
1816,1816,Sin datos,1960-02-26, Ukraine
1817,1817,Sin datos,1960-02-26,Ireland
1818,1818,Sin datos,1960-03-15,Colombia
1819,1819,Sin datos,1960-03-16,Japan
1820,1820,Fallas en el diseño,1960-03-17,Indiana
1821,1821,Sin datos,1960-03-19,Colombia
1822,1822,Sin datos,1960-04-05,Nicaragua
1823,1823,Sin datos,1960-04-12,Brazil
1824,1824,Sin datos,1960-04-14,Taiwan
1825,1825,Sin datos,1960-04-18,Newfoundland
1826,1826,Sin datos,1960-04-19,Colombia
1827,1827,Sin datos,1960-04-20,North Carolina
1828,1828,Sin datos,1960-04-22,Belgian Congo
1829,1829,Sabotaje o terrorismo,1960-04-28,Venezuela
1830,1830,Sin datos,1960-05-15,Sudan
1831,1831,Sin datos,1960-05-18,Argentina
1832,1832,Sin datos,1960-05-23,Georgia
