,flight_id,aircraft_type,helicopter,manufacter
1238,1238,Douglas DC-4,False,Douglas
1239,1239,Douglas C-47,False,Douglas
1240,1240,Douglas DC-3,False,Douglas
1241,1241,Douglas C-124A Globemaster,False,Douglas
1242,1242,Lisunov LI-2,False,Lisunov
1243,1243,Douglas DC-3,False,Douglas
1244,1244,Douglas C-47A-75-DL Dakota 3,False,Douglas
1245,1245,Douglas DC-3,False,Douglas
1246,1246,Douglas DC-3,False,Douglas
1247,1247,Douglas C-47B-DK,False,Douglas
1248,1248,Douglas DC-3,False,Douglas
1249,1249,Douglas DC-4 /Beechcraft SMB-1,False,Douglas
1250,1250,Douglas DC-3,False,Douglas
1251,1251,Convair B-36D,False,Convair
1252,1252,Vickers 639 Viking 1,False,Vickers
1253,1253,Douglas DC-3,False,Douglas
1254,1254,Fairchild C-82,False,Fairchild
1255,1255,Douglas DC-3D,False,Douglas
1256,1256,Douglas C-47A,False,Douglas
1257,1257,Lockheed 049 Constellation,False,Lockheed
1258,1258,Junkers 52/3m,False,Junkers
1259,1259,Douglas DC-6B,False,Douglas
1260,1260,Vickers Valetta C-1,False,Vickers
1261,1261,Douglas C-47B,False,Douglas
1262,1262,Douglas DC-3,False,Douglas
1263,1263,de Havilland DHA-3 Drover II,False,de
1264,1264,Douglas C-47A,False,Douglas
1265,1265,Douglas C-54A,False,Douglas
1266,1266,Douglas DC-3,False,Douglas
1267,1267,Curtiss C-46A,False,Curtiss
1268,1268,,,
1269,1269,Douglas DC-3D,False,Douglas
1270,1270,Douglas DC-3,False,Douglas
1271,1271,Douglas DC-6B,False,Douglas
1272,1272,Douglas DC-3,False,Douglas
1273,1273,Douglas DC-3,False,Douglas
1274,1274,Boeing 377 Stratocruiser 10-34,False,Boeing
1275,1275,Douglas C-47A-30-DK Dakota III,False,Douglas
1276,1276,Fairchild C-119C-15-FA Flying Boxcar,False,Fairchild
1277,1277,Curtiss C-46D-15-CU,False,Curtiss
1278,1278,Douglas DC-3,False,Douglas
1279,1279,Douglas DC-3,False,Douglas
1280,1280,Boeing C-97A Stratofreighter,False,Boeing
1281,1281,Consolidated PBY-5A Catalina,False,Consolidated
1282,1282,Douglas DC-3,False,Douglas
1283,1283,Douglas C-47,False,Douglas
1284,1284,Martin 202,False,Martin
1285,1285,Fairchild C-82 Packet,False,Fairchild
1286,1286,Lisunov Li-2P,False,Lisunov
1287,1287,Ilyushin IL-12,False,Ilyushin
1288,1288,Douglas DC-3,False,Douglas
1289,1289,Douglas DC-3,False,Douglas
1290,1290,Douglas DC-4,False,Douglas
1291,1291,DC-2-243,False,DC-2-243
1292,1292,Douglas DC-3A,False,Douglas
1293,1293,de Havilland DH-84 Dragon,False,de
1294,1294,Curtiss Wright C-46F,False,Curtiss
1295,1295,SNCASE Languedoc,False,SNCASE
1296,1296,Lisunov LI-2,False,Lisunov
1297,1297,Curtiss C-46A-50-CU,False,Curtiss
1298,1298,Curtiss C 46F-CU,False,Curtiss
1299,1299,Douglas C-47D,False,Douglas
1300,1300,Douglas C-47A,False,Douglas
1301,1301,Junkers JU-52/3m,False,Junkers
1302,1302,Douglas DC-3,False,Douglas
1303,1303,Douglas DC-4,False,Douglas
1304,1304,Convair CV-240-0,False,Convair
1305,1305,Douglas DC-3,False,Douglas
1306,1306,Boeing B-29,False,Boeing
1307,1307,Douglas DC-6,False,Douglas
1308,1308,Vickers 614 Viking 1,False,Vickers
1309,1309,Douglas DC-3,False,Douglas
1310,1310,Consolidated  32 Liberator II,False,Consolidated
1311,1311,Douglas DC-3A,False,Douglas
1312,1312,SNCASE Languedoc,False,SNCASE
1313,1313,Douglas C-47A-35-DL,False,Douglas
1314,1314,Boeing B-29 / Boeing B-29,False,Boeing
1315,1315,Douglas C-47-DL,False,Douglas
1316,1316,Douglas DC-6,False,Douglas
1317,1317,Lockheed 18 Lodestar,False,Lockheed
1318,1318,,,
1319,1319,Douglas DC-3,False,Douglas
1320,1320,Douglas DC-3,False,Douglas
1321,1321,Curtiss C-46F-1-CU,False,Curtiss
1322,1322,Martin 202,False,Martin
1323,1323,Douglas C-47A,False,Douglas
1324,1324,Douglas DC-4,False,Douglas
1325,1325,Curtiss C-46F-1CU,False,Curtiss
1326,1326,Boeing 377-10-26 Stratocruiser,False,Boeing
1327,1327,Douglas DC-3,False,Douglas
1328,1328,Douglas C-47A,False,Douglas
1329,1329,Douglas DC-3,False,Douglas
1330,1330,Douglas DC-3,False,Douglas
1331,1331,Curtiss C-46A,False,Curtiss
1332,1332,Handley Page HP-81 Hermes IV,False,Handley
1333,1333,Douglas DC-3,False,Douglas
1334,1334,Airspeed AS-65 Consul,False,Airspeed
1335,1335,Boeing B-50 Superfortress,False,Boeing
1336,1336,Avro Shackleton MR-1,False,Avro
1337,1337,Fairchild packet (C119 flying boxcar),False,Fairchild
1338,1338,Boeing 377 Stratocruiser,False,Boeing
1339,1339,Douglas DC-3,False,Douglas
1340,1340,Handley Page HP-81 Hermes 4A,False,Handley
1341,1341,Bristol 170 Freighter,False,Bristol
1342,1342,Douglas DC-2-115B,False,Douglas
1343,1343,de Havilland 110,False,de
1344,1344,Curtiss C-46,False,Curtiss
1345,1345,Douglas C-47A,False,Douglas
1346,1346,Ilyushin IL-12,False,Ilyushin
1347,1347,Avro Shackleton MR-1,False,Avro
1348,1348,Douglas DC-3,False,Douglas
1349,1349,Curtiss-Wright C-46D-CU,False,Curtiss-Wright
1350,1350,Boeing KC-97G Stratofreighter,False,Boeing
1351,1351,Douglas C-54B-1-DC,False,Douglas
1352,1352,Fairchild C-119C,False,Fairchild
1353,1353,Fairchild C-119C,False,Fairchild
1354,1354,Fairchild C-119C,False,Fairchild
1355,1355,Fairchild C-119C-23-FA Flying Boxcar,False,Fairchild
1356,1356,Douglas C-124A Globemaster,False,Douglas
1357,1357,Douglas C-54G (DC-4),False,Douglas
1358,1358,Lisunov Li-2,False,Lisunov
1359,1359,Douglas DC-4,False,Douglas
1360,1360,Douglas C-124A Globemaster,False,Douglas
1361,1361,Curtiss C-46D,False,Curtiss
1362,1362,Douglas DC-3,False,Douglas
1363,1363,Douglas DC-3,False,Douglas
1364,1364,Douglas DC-3,False,Douglas
1365,1365,Douglas DC-3,False,Douglas
1366,1366,Vickers Viking 610-1B,False,Vickers
1367,1367,Douglas C-54B-10-DO,False,Douglas
1368,1368,Curtiss C-46,False,Curtiss
1369,1369,Vickers Valetta Mk1 / Avero Lancaster,False,Vickers
1370,1370,Douglas DC-3,False,Douglas
1371,1371,Avro 685 York 1,False,Avro
1372,1372,Douglas C-47B-15-DK,False,Douglas
1373,1373,Douglas C-54A-5-DC,False,Douglas
1374,1374,Curtiss-Wright C-46,False,Curtiss-Wright
1375,1375,Douglas DC-6,False,Douglas
1376,1376,de Havilland DH106 Comet 1A,False,de
1377,1377,Curtiss C-46F,False,Curtiss
1378,1378,Convair CV-240-7,False,Convair
1379,1379,Douglas DC-3,False,Douglas
1380,1380,Convair RB-36H,False,Convair
1381,1381,Boeing B-29 Superfortress,False,Boeing
1382,1382,Douglas DC-4  (C-54-10-DO),False,Douglas
1383,1383,de Havilland DH-114 Heron 1B,False,de
1384,1384,Vickers 616 Viking 1B,False,Vickers
1385,1385,Junkers JU-5/-3m,False,Junkers
1386,1386,Doublas Dc-3,False,Doublas
1387,1387,Lockheed 18-56 LodeStar,False,Lockheed
1388,1388,Douglas C-47A,False,Douglas
1389,1389,Douglas DC-3 (C-47-DL),False,Douglas
1390,1390,Douglas DC-3,False,Douglas
1391,1391,Douglas DC-6B,False,Douglas
1392,1392,de Havilland DH106 Comet 1,False,de
1393,1393,Vickers Valetta T-3,False,Vickers
1394,1394,Douglas DC-3,False,Douglas
1395,1395,Consolidated PBY-5A Catalina,False,Consolidated
1396,1396,Douglas DC-3,False,Douglas
1397,1397,Douglas DC-3,False,Douglas
1398,1398,Convair CV-240-4,False,Convair
1399,1399,Li-2 / Li-2T,False,Li-2
1400,1400,Ilyushin IL-2,False,Ilyushin
1401,1401,Douglas DC-3,False,Douglas
1402,1402,Lockheed 18 Loadstar,False,Lockheed
1403,1403,Douglas DC-3,False,Douglas
1404,1404,Lockheed 049-46-21 Constellation,False,Lockheed
1405,1405,Douglas C-124A Globemaster II,False,Douglas
1406,1406,Douglas DC-6A,False,Douglas
1407,1407,Fairchild R4Q-2,False,Fairchild
1408,1408,Ilyushin IL-12,False,Ilyushin
1409,1409,Lockheed L- 749A Constellation,False,Lockheed
1410,1410,Douglas DC-3,False,Douglas
1411,1411,Convair B-36,False,Convair
1412,1412,Curtiss C-46A,False,Curtiss
1413,1413,Lockheed 749A Constellation,False,Lockheed
1414,1414,Douglas DC-3,False,Douglas
1415,1415,Douglas C-47A,False,Douglas
1416,1416,Douglas C-47A,False,Douglas
1417,1417,Convair CV-240-0,False,Convair
1418,1418,Douglas DC-3,False,Douglas
1419,1419,Curtiss C-46F-1-CU,False,Curtiss
1420,1420,Convair CV-240-12,False,Convair
1421,1421,Douglas C-47B,False,Douglas
1422,1422,Lockheed 749A Constellation,False,Lockheed
1423,1423,Douglas C-46A-CU ( DC-3),False,Douglas
1424,1424,Ilyushin IL-12,False,Ilyushin
1425,1425,Douglas DC-6,False,Douglas
1426,1426,Li-2,False,Li-2
1427,1427,Douglas DC-3,False,Douglas
1428,1428,Avro Shackleton MR-2,False,Avro
1429,1429,Bristol 170 Freighter 21,False,Bristol
1430,1430,Douglas DC-3,False,Douglas
1431,1431,Curtiss C-46D,False,Curtiss
1432,1432,VC-Viking,False,VC-Viking
1433,1433,Boeing B-29,False,Boeing
1434,1434,Convair CV-240,False,Convair
1435,1435,Douglas DC-3,False,Douglas
1436,1436,Douglas DC-3,False,Douglas
1437,1437,Douglas DC-3,False,Douglas
1438,1438,Vickers Valetta,False,Vickers
1439,1439,de Havilland DH106 Comet 1,False,de
1440,1440,Douglas DC-3,False,Douglas
1441,1441,Douglas C-47 Skytrain (DC-3),False,Douglas
1442,1442,F-88 Sabre Jet,False,F-88
1443,1443,Douglas DC-6,False,Douglas
1444,1444,Douglas DC-3A,False,Douglas
1445,1445,Curtiss-Wright C46D-CU,False,Curtiss-Wright
1446,1446,Douglas C-47,False,Douglas
1447,1447,Avro Shackleton MR-2,False,Avro
1448,1448,Douglas DC-3,False,Douglas
1449,1449,Convair CV-240,False,Convair
1450,1450,Douglas C-47A-DL,False,Douglas
1451,1451,C-46,False,C-46
1452,1452,Lockheed 749A-79-33 Constellation,False,Lockheed
1453,1453,Douglas C-47A,False,Douglas
1454,1454,Fairchild C-110F,False,Fairchild
1455,1455,Douglas DC-3,False,Douglas
1456,1456,Douglas DC-3,False,Douglas
1457,1457,Douglas C-54A,False,Douglas
1458,1458,de Havilland DH106 Comet 1,False,de
1459,1459,Canadair C-4-1 Northstar / Harvard Mark II,False,Canadair
1460,1460,Douglas DC-3,False,Douglas
1461,1461,Lockheed 18 Lodestar,False,Lockheed
1462,1462,Douglas DC-3,False,Douglas
1463,1463,Douglas C-47A-30-DK,False,Douglas
1464,1464,Douglas DC-3,False,Douglas
1465,1465,Douglas DC-3,False,Douglas
1466,1466,Douglas C-47A,False,Douglas
1467,1467,Curtiss C-46A,False,Curtiss
1468,1468,Douglas C-47-DL,False,Douglas
1469,1469,Convair CV-240-4,False,Convair
1470,1470,Lockheed C-28,False,Lockheed
1471,1471,Douglas DC-4,False,Douglas
1472,1472,Douglas DC-2,False,Douglas
1473,1473,Lockheed 749A-79 Constellation,False,Lockheed
1474,1474,Douglas DC-3,False,Douglas
1475,1475,Bristol 170 Freighter 21E,False,Bristol
1476,1476,Douglas DC-3,False,Douglas
1477,1477,Douglas DC-6B,False,Douglas
1478,1478,Lisunov LI-2,False,Lisunov
1479,1479,Convair RB-36H,False,Convair
1480,1480,Lockheed 1049C-55-81 S Constellation,False,Lockheed
1481,1481,Douglas DC-3,False,Douglas
1482,1482,Vickers 634 Viking,False,Vickers
1483,1483,Ilyushin IL-12,False,Ilyushin
1484,1484,Douglas C-47A-DL,False,Douglas
1485,1485,Ilyushin IL -12,False,Ilyushin
1486,1486,Lockheed R7V-1,False,Lockheed
1487,1487,Vickers 720 Viscount,False,Vickers
1488,1488,Douglas DC-3,False,Douglas
1489,1489,Douglas DC-3,False,Douglas
1490,1490,Douglas DC-3,False,Douglas
1491,1491,Douglas C-47A,False,Douglas
1492,1492,Douglas DC-6B,False,Douglas
1493,1493,Douglas C-47A,False,Douglas
1494,1494,Douglas DC-3,False,Douglas
1495,1495,Boeing B377-10-28 Stratocruiser,False,Boeing
1496,1496,Ilyushin II-14,False,Ilyushin
1497,1497,Douglas C47,False,Douglas
1498,1498,Avro Shackleton M-2 / Avro Shakleton M-2,False,Avro
1499,1499,Martin 202A / DC-3,False,Martin
1500,1500,Grumman G-73 Mallard,False,Grumman
1501,1501,Convair CV-340,False,Convair
1502,1502,Consolidated PBY-5 Catalina,False,Consolidated
1503,1503,Douglas DC-3,False,Douglas
1504,1504,Bristol 170 Freighter 21E,False,Bristol
1505,1505,Douglas DC-6,False,Douglas
1506,1506,Martin 404,False,Martin
1507,1507,Douglas DC-3,False,Douglas
1508,1508,de Havilland DH.104 Dove,False,de
1509,1509,Douglas DC-3,False,Douglas
1510,1510,Lockheed 18 LodeStar,False,Lockheed
1511,1511,Douglas DC-3,False,Douglas
1512,1512,Douglas C-47A,False,Douglas
1513,1513,Convair CV-240-0,False,Convair
1514,1514,Douglas R6D-1 (C-118B),False,Douglas
1515,1515,Boeing 377 Stratocruiser 10-26,False,Boeing
1516,1516,Curtiss C-46A,False,Curtiss
1517,1517,Douglas DC-6,False,Douglas
1518,1518,Lockheed 749A Constellation,False,Lockheed
1519,1519,de Havilland DH-114 Heron 1B,False,de
1520,1520,Douglas DC-3,False,Douglas
1521,1521,Douglas C-47-DL,False,Douglas
1522,1522,Avro 685 York C-1,False,Avro
1523,1523,Douglas C-54A,False,Douglas
1524,1524,Lockheed 049-46-21 Constellation,False,Lockheed
1525,1525,Curtiss C-46,False,Curtiss
1526,1526,Douglas DC-2-243,False,Douglas
1527,1527,Convair CV-340-32,False,Convair
1528,1528,Lockheed 049 Constellation,False,Lockheed
1529,1529,Convair CV-240-0,False,Convair
1530,1530,Aeroflot,False,Aeroflot
1531,1531,Fairchild C119G / Fairchild C119G,False,Fairchild
1532,1532,Douglas DC-3,False,Douglas
1533,1533,Douglas C-47A,False,Douglas
1534,1534,Douglas DC-3,False,Douglas
1535,1535,Douglas DC-3,False,Douglas
1536,1536,Latecoere 631 (flying boat),False,Latecoere
1537,1537,Bristol 170 Freighter 31,False,Bristol
1538,1538,Canadair C-4 Argonaut,False,Canadair
1539,1539,Douglas C-54A,False,Douglas
1540,1540,Avro 685 York C-1,False,Avro
1541,1541,Douglas C54A,False,Douglas
1542,1542,Douglas DC-4,False,Douglas
1543,1543,Convair CV-340-58,False,Convair
1544,1544,Douglas DC-6B,False,Douglas
1545,1545,Douglas MC-54M,False,Douglas
1546,1546,Douglas C-54,False,Douglas
1547,1547,Douglas C124-DL Globemaster II,False,Douglas
1548,1548,Boeing RB-52B,False,Boeing
1549,1549,Douglas DC-3,False,Douglas
1550,1550,Li-2,False,Li-2
1551,1551,Curtiss C-46A,False,Curtiss
1552,1552,Douglas DC-3,False,Douglas
1553,1553,Lockheed 749C-79-12 Constellation,False,Lockheed
1554,1554,Douglas C-47,False,Douglas
1555,1555,Douglas DC-3,False,Douglas
1556,1556,Douglas DC-3,False,Douglas
1557,1557,Douglas C-47,False,Douglas
1558,1558,Bristol 170 Freighter 31,False,Bristol
1559,1559,Douglas C-47-DL,False,Douglas
1560,1560,Douglas R5D2,False,Douglas
1561,1561,Avro 685 York C-1,False,Avro
1562,1562,Douglas DC-6B,False,Douglas
1563,1563,Douglas DC-3,False,Douglas
1564,1564,Douglas C-47B,False,Douglas
1565,1565,Douglas DC-3,False,Douglas
1566,1566,Douglas C-47B,False,Douglas
1567,1567,Douglas C-47A,False,Douglas
1568,1568,Douglas C-47A,False,Douglas
1569,1569,Martin 404,False,Martin
1570,1570,Boeing 377 Stratocruiser 10-30,False,Boeing
1571,1571,Aero Commander  520,False,Aero
1572,1572,Consolidated PBY-5A Catalina,False,Consolidated
1573,1573,Avro 685 York C-1,False,Avro
1574,1574,Douglas DC-3,False,Douglas
1575,1575,CF-100 Mark 4B,False,CF-100
1576,1576,Douglas C-47-DL (DC-3),False,Douglas
1577,1577,Douglas DC-3,False,Douglas
1578,1578,Lockheed 1049E-55 Super Constellation,False,Lockheed
1579,1579,Canadair C-4 Argonaut,False,Canadair
1580,1580,Douglas DC-7 / Lockheed S Constellation,False,Douglas
1581,1581,Vickers Viscount,False,Vickers
1582,1582,Douglas C-118A,False,Douglas
1583,1583,Convair CV-440-11,False,Convair
1584,1584,Douglas DC-3,False,Douglas
1585,1585,Douglas DC-3,False,Douglas
1586,1586,Douglas DC-6B,False,Douglas
1587,1587,Curtiss C-46A-45-CU,False,Curtiss
1588,1588,Douglas DC-3 / Cessna 170B,False,Douglas
1589,1589,Stinson AT-19,False,Stinson
1590,1590,Douglas C188-B,False,Douglas
1591,1591,Boeing  377 Stratocruiser,False,Boeing
1592,1592,Douglas DC-3,False,Douglas
1593,1593,Curtiss C-46,False,Curtiss
1594,1594,Handley Page HP-1 Hermes,False,Handley
1595,1595,de Havilland DH-114 Heron 2B,False,de
1596,1596,Douglas C-54A-10-DC,False,Douglas
1597,1597,Douglas DC-3,False,Douglas
1598,1598,Douglas DC-6B,False,Douglas
1599,1599,Ilyushin IL-12B,False,Ilyushin
1600,1600,Lockheed 749-79-34 Constellation,False,Lockheed
1601,1601,Consolidated PBY-5A Catalina,False,Consolidated
1602,1602,Canadair DC-4M-2 Northstar,False,Canadair
1603,1603,Vickers 708 Viscount,False,Vickers
1604,1604,Convair CV-340-58,False,Convair
1605,1605,Douglas DC-3,False,Douglas
1606,1606,Lockheed C-121C Super Constellation,False,Lockheed
1607,1607,Convair CV-240-0,False,Convair
1608,1608,Vickers 615 Viking 1B,False,Vickers
1609,1609,Douglas DC-3,False,Douglas
1610,1610,SNCASE SE.2010 Armagnac,False,SNCASE
1611,1611,Douglas DC-7B / U.S. Air Force F-89J,False,Douglas
1612,1612,Douglas DC-6A,False,Douglas
1613,1613,Douglas C-124C,False,Douglas
1614,1614,Douglas C-54B,False,Douglas
1615,1615,Curtiss C-46D-15--CU,False,Curtiss
1616,1616,Blackburn Beverley C Mark 1,False,Blackburn
1617,1617,Douglas DC-3,False,Douglas
1618,1618,Vickers Viscount 701,False,Vickers
1619,1619,Douglas C-47-A-75-DL Skytrain,False,Douglas
1620,1620,Douglas DC-3,False,Douglas
1621,1621,Boeing C-97C,False,Boeing
1622,1622,Curtiss C-46A-45-CU,False,Curtiss
1623,1623,Douglas DC-3,False,Douglas
1624,1624,Douglas DC-3,False,Douglas
1625,1625,Consolidated B-24J,False,Consolidated
1626,1626,Vickers Valetta C-Mk.1,False,Vickers
1627,1627,Lockheed Super Constellation,False,Lockheed
1628,1628,Vickers Viking 1B,False,Vickers
1629,1629,Douglas C-47A,False,Douglas
1630,1630,Bristol 170 Freighter,False,Bristol
1631,1631,Douglas DC-4,False,Douglas
1632,1632,Douglas DC-3,False,Douglas
1633,1633,Vickers 615 Viking 1B,False,Vickers
1634,1634,Ilyushin P-14,False,Ilyushin
1635,1635,Douglas C-47B,False,Douglas
1636,1636,Douglas C-47A,False,Douglas
1637,1637,Douglas DC-3,False,Douglas
1638,1638,L-Hudson,False,L-Hudson
1639,1639,Douglas DC-3,False,Douglas
1640,1640,Lockheed L-414 Hudson,False,Lockheed
1641,1641,Lockheed 1049C Super Constellation,False,Lockheed
1642,1642,Douglas C-47A-90 (DC-3),False,Douglas
1643,1643,Convair CV-240,False,Convair
1644,1644,Douglas DC-4,False,Douglas
1645,1645,Ilyushin IL-14P,False,Ilyushin
1646,1646,Douglas DC-3,False,Douglas
1647,1647,Douglas DC-3,False,Douglas
1648,1648,Douglas DC-3,False,Douglas
1649,1649,Douglas DC-3,False,Douglas
1650,1650,Convair CV-440-62,False,Convair
1651,1651,Let Aero 45S,False,Let
1652,1652,de Havilland DH-114 Heron,False,de
1653,1653,Ilyushin IL-12,False,Ilyushin
1654,1654,Curtiss C-46A-45-CU,False,Curtiss
1655,1655,Douglas C-47A,False,Douglas
1656,1656,Vickers 802 Viscount,False,Vickers
1657,1657,Douglas DC-3,False,Douglas
1658,1658,Fairchild C-82A,False,Fairchild
1659,1659,Douglas DC-4,False,Douglas
1660,1660,Ilushin Il-14,False,Ilushin
1661,1661,Bristol Britannia 175,False,Bristol
1662,1662,Boeing - 377-10-29 Stratocruiser,False,Boeing
1663,1663,Short Solent 3 (flying boat),False,Short
1664,1664,de Havilland DH-114 Heron 2D,False,de
1665,1665,Bristol 170 Freighter 31,False,Bristol
1666,1666,Douglas DC-4,False,Douglas
1667,1667,Douglas C-47A,False,Douglas
1668,1668,de Havilland Canada DHC-3 Otter,False,de
1669,1669,Ilyushin IL-12,False,Ilyushin
1670,1670,Avro 685 York C-1,False,Avro
1671,1671,Lockheed WV-2,False,Lockheed
1672,1672,Short Sunderland,False,Short
1673,1673,Fairchild C-82A,False,Fairchild
1674,1674,Douglas DC-3,False,Douglas
1675,1675,Douglas DC-4,False,Douglas
1676,1676,Douglas C-118A / Lockheed P2V-5F,False,Douglas
1677,1677,Airspeed Ambassador AS-57,False,Airspeed
1678,1678,Douglas VC-47A,False,Douglas
1679,1679,Consolidated PBY-5A  Catalina,False,Consolidated
1680,1680,Douglas DC-6B,False,Douglas
1681,1681,Lockheed WV-2,False,Lockheed
1682,1682,Bristol 170 Freighter 21,False,Bristol
1683,1683,Vickers 628 Viking 1B,False,Vickers
1684,1684,Fairchild R4Q / Dougas AD-6 skyraider,False,Fairchild
1685,1685,Lockheed 18 Lodestar,False,Lockheed
1686,1686,Douglas DC-3,False,Douglas
1687,1687,Douglas DC-7-C,False,Douglas
1688,1688,Douglas C-124C / Fairchild C-119C,False,Douglas
1689,1689,Junkers JU-52/3m,False,Junkers
1690,1690,Vickers Viscount 745D,False,Vickers
1691,1691,Douglas DC-3,False,Douglas
1692,1692,de Havilland DH-114 Heron 2D,False,de
1693,1693,Douglas DC-7 / F-100F,False,Douglas
1694,1694,Convair CV-240-7,False,Convair
1695,1695,Douglas C-47A,False,Douglas
1696,1696,Douglas DC-7C,False,Douglas
1697,1697,Vickers Viscount 745D / T-33A,False,Vickers
1698,1698,Avro 685 York C-1,False,Avro
1699,1699,Curtiss C-46D,False,Curtiss
1700,1700,Douglas DC-3,False,Douglas
1701,1701,Boeing 377 Stratocruiser 10-26,False,Boeing
1702,1702,Lockheed 749A Constellation,False,Lockheed
1703,1703,Douglas DC-3,False,Douglas
1704,1704,Ilyushin IL-12,False,Ilyushin
1705,1705,Convair CV-440-59,False,Convair
1706,1706,Douglas C-47A,False,Douglas
1707,1707,Boeing KC-135A,False,Boeing
1708,1708,Douglas C-47A,False,Douglas
1709,1709,Vickers Viscount 748D,False,Vickers
1710,1710,Douglas DC-4,False,Douglas
1711,1711,Douglas DC-3,False,Douglas
1712,1712,Lockheed 1049H Super Constellation,False,Lockheed
1713,1713,Convair CV-240-2,False,Convair
1714,1714,Tupolev TU-104-A,False,Tupolev
1715,1715,Lockheed C-130A-II Hercules,False,Lockheed
1716,1716,Douglas C-124C Globemaster,False,Douglas
1717,1717,Vickers 621 Viking 1,False,Vickers
1718,1718,Curtiss C-46A-CU,False,Curtiss
1719,1719,Aeroflot,False,Aeroflot
1720,1720,Boeing B-52 / Boeing B-52,False,Boeing
1721,1721,Lockheed L-1049H Super Constellation,False,Lockheed
1722,1722,Lockheed C-130A Hercules,False,Lockheed
1723,1723,Ilyushin IL-12,False,Ilyushin
1724,1724,Avro 685 York I,False,Avro
1725,1725,Fairchild C-123 Provider,False,Fairchild
1726,1726,Lockheed 1049E Super Constellation,False,Lockheed
1727,1727,Douglas C-47A,False,Douglas
1728,1728,Tupolev TU-104A,False,Tupolev
1729,1729,Lockheed WV-2 Super Constellation,False,Lockheed
1730,1730,Vickers Viscount 701C,False,Vickers
1731,1731,Vickers Viscount 755D,False,Vickers
1732,1732,Douglas C-47-DL,False,Douglas
1733,1733,Douglas DC-3,False,Douglas
1734,1734,Martin Mariner,False,Martin
1735,1735,Curtiss C-46F,False,Curtiss
1736,1736,SNCASE Languedoc,False,SNCASE
1737,1737,Ilyushin IL-14,False,Ilyushin
1738,1738,Bristol 175 Britannia 312,False,Bristol
1739,1739,Douglas DC-6B,False,Douglas
1740,1740,Saab Scandia,False,Saab
1741,1741,Douglas DC-3,False,Douglas
1742,1742,Douglas DC-3,False,Douglas
1743,1743,Lockheed L 1049G Super Constillation,False,Lockheed
1744,1744,Curtiss C-46F,False,Curtiss
1745,1745,Curtiss C-46A-50-CU,False,Curtiss
1746,1746,Ilyushin IL-14P,False,Ilyushin
1747,1747,Curtiss C-46D-15-CU,False,Curtiss
1748,1748,Convair CV-240-2,False,Convair
1749,1749,Avro 688,False,Avro
1750,1750,Douglas DC-3,False,Douglas
1751,1751,Beechcraft Bonanza 35,False,Beechcraft
1752,1752,Lockheed  188A Electra,False,Lockheed
1753,1753,Vickers Viscount 794D,False,Vickers
1754,1754,Curtiss C-46A,False,Curtiss
1755,1755,Vickers Viscount 763,False,Vickers
1756,1756,Douglas C-47A,False,Douglas
1757,1757,Bristol 170 Freighter 21E,False,Bristol
1758,1758,Nord 2501 Noratlas,False,Nord
1759,1759,Douglas DC-3,False,Douglas
1760,1760,Curtiss C-46A,False,Curtiss
1761,1761,Curtiss C-46F-1-CU,False,Curtiss
1762,1762,Avro 688 Super Trader,False,Avro
1763,1763,Douglas DC-3,False,Douglas
1764,1764,Douglas DC-3,False,Douglas
1765,1765,Vickers Viscount 745D,False,Vickers
1766,1766,Lockheed C-69 Constellation,False,Lockheed
1767,1767,Curtiss C-46A,False,Curtiss
1768,1768,Douglas DC-3,False,Douglas
1769,1769,Curtiss C-46A-50-CU,False,Curtiss
1770,1770,Curtiss C-46,False,Curtiss
1771,1771,Boeing RC-135E,False,Boeing
1772,1772,Noorduyn Norseman,False,Noorduyn
1773,1773,Douglas DC-4,False,Douglas
1774,1774,Lockheed 1649A Starliner,False,Lockheed
1775,1775,North American F-100D-25NA,False,North
1776,1776,Avro 685 York,False,Avro
1777,1777,Douglas DC-3,False,Douglas
1778,1778,Vickers 815 Viscount,False,Vickers
1779,1779,Boeing 707-123,False,Boeing
1780,1780,Douglas DC-3,False,Douglas
1781,1781,de Havilland DH-106 Comet 4,False,de
1782,1782,Curtiss C-46A,False,Curtiss
1783,1783,Douglas DC-3,False,Douglas
1784,1784,Douglas DC-4,False,Douglas
1785,1785,Saab Scandia 90A-1,False,Saab
1786,1786,Douglas C-54B,False,Douglas
1787,1787,Douglas DC-7C,False,Douglas
1788,1788,Lockheed 188A Electra,False,Lockheed
1789,1789,Aero Commander AC 520,False,Aero
1790,1790,Ilyushin IL-14P,False,Ilyushin
1791,1791,Douglas C-47A-DL,False,Douglas
1792,1792,Douglas DC-3,False,Douglas
1793,1793,Douglas DC-3,False,Douglas
1794,1794,Douglas C-54A,False,Douglas
1795,1795,Antonov AN-10,False,Antonov
1796,1796,Douglas DC-7B,False,Douglas
1797,1797,Douglas DC-4,False,Douglas
1798,1798,Lockheed L-1049H Super Constellation,False,Lockheed
1799,1799,Martin 202,False,Martin
1800,1800,Curtiss C-46A,False,Curtiss
1801,1801,Ilyushin IL-18,False,Ilyushin
1802,1802,Consolidated PBY-5A Catalina,False,Consolidated
1803,1803,Vickers 785D Viscount,False,Vickers
1804,1804,Vickers Viscount 827 / Fokker T-21,False,Vickers
1805,1805,Douglas C-47A,False,Douglas
1806,1806,Douglas DC-3,False,Douglas
1807,1807,Douglas C-47A,False,Douglas
