,flight_id,aircraft_type,helicopter,manufacter
0,0,Wright Flyer III,False,Wright
1,1,Wright Byplane,False,Wright
2,2,Dirigible,False,Dirigible
3,3,Curtiss seaplane,False,Curtiss
4,4,Zeppelin L-1 (airship),False,Zeppelin
5,5,Zeppelin L-2 (airship),False,Zeppelin
6,6,Zeppelin L-8 (airship),False,Zeppelin
7,7,Zeppelin L-10 (airship),False,Zeppelin
8,8,Schutte-Lanz S-L-10 (airship),False,Schutte-Lanz
9,9,Zeppelin L-32 (airship),False,Zeppelin
10,10,Zeppelin L-31 (airship),False,Zeppelin
11,11,Super Zeppelin (airship),False,Super
12,12,Zeppelin L-34 (airship),False,Zeppelin
13,13,Airship,False,Airship
14,14,Schutte-Lanz S-L-9 (airship),False,Schutte-Lanz
15,15,Zeppelin L-22 (airship),False,Zeppelin
16,16,Zeppelin L-43 (airship),False,Zeppelin
17,17,Zepplin L-48 (air ship),False,Zepplin
18,18,Zeppelin L-23 (airship),False,Zeppelin
19,19,Zeppelin L-44 (airship),False,Zeppelin
20,20,Zeppelin L-59 (airship),False,Zeppelin
21,21,Zeppelin L-70 (airship),False,Zeppelin
22,22,Zeppelin L-53 (airship),False,Zeppelin
23,23,De Havilland DH-4,False,De
24,24,De Havilland DH-4,False,De
25,25,De Havilland DH-4,False,De
26,26,FD Type Dirigible,False,FD
27,27,Caproni Ca.48,False,Caproni
28,28,De Havilland DH-4,False,De
29,29,Curtiss R-4LM,False,Curtiss
30,30,De Havilland DH-4,False,De
31,31,De Havilland DH.4,False,De
32,32,de Havilland DH-4,False,de
33,33,De Havilland DH-4,False,De
34,34,De Havilland DH-4,False,De
35,35,Curtiss R-4LM,False,Curtiss
36,36,Curtiss JN-4H,False,Curtiss
37,37,De Havilland DH-4,False,De
38,38,De Havilland DH-4,False,De
39,39,Farman F-40,False,Farman
40,40,Armstrong-Whitworth F-K-8,False,Armstrong-Whitworth
41,41,De Havilland DH-4,False,De
42,42,Junkers JL-6,False,Junkers
43,43,Junkers F-13,False,Junkers
44,44,De Havilland DH-4,False,De
45,45,Salmson 2-A-2,False,Salmson
46,46,Breguet 14,False,Breguet
47,47,De Havilland DH-4,False,De
48,48,De Havilland DH-4,False,De
49,49,Handley Page HP-16,False,Handley
50,50,Breguet 14,False,Breguet
51,51,De Havilland DH-4,False,De
52,52,Junkers F-13,False,Junkers
53,53,Breguet 14,False,Breguet
54,54,De Havilland DH-4,False,De
55,55,Avro 504,False,Avro
56,56,De Havilland DH-4,False,De
57,57,De Havilland DH-4,False,De
58,58,De Havilland DH-4De Havilland DH-4,False,De
59,59,Breguet 14,False,Breguet
60,60,Royal Airship Works ZR-2 (airship),False,Royal
61,61,Potez IX,False,Potez
62,62,Bristol 28 Tourer,False,Bristol
63,63,Handley Page O/10,False,Handley
64,64,Dirigible Roma (airship),False,Dirigible
65,65,Aeromarine Model 85 (flying boat),False,Aeromarine
66,66,de Havilland DH-18 / Farman F-60 Goliath,False,de
67,67,,,
68,68,Bleriot Spad 27,False,Bleriot
69,69,LVG C VI,False,LVG
70,70,Potez 29,False,Potez
71,71,Breguet 14,False,Breguet
72,72,De Havilland DH-4,False,De
73,73,de Havilland DH-9,False,de
74,74,Breguet 14,False,Breguet
75,75,Breguet 14,False,Breguet
76,76,Lioré-et-Olivier H-13,False,Lioré-et-Olivier
77,77,Breguet 14,False,Breguet
78,78,De Havilland DH-4,False,De
79,79,De Havilland DH-4,False,De
80,80,Farman F-60 Goliath,False,Farman
81,81,Farman F.60 Goliath,False,Farman
82,82,Blériot Spad 46,False,Blériot
83,83,De Havilland DH-4,False,De
84,84,de Havilland DH-34,False,de
85,85,Junkers F-13,False,Junkers
86,86,De Havilland DH-4,False,De
87,87,Zeppelin Dixmunde (airship),False,Zeppelin
88,88,De Havilland DH-4,False,De
89,89,De Havilland DH-4,False,De
90,90,Fokker F.III,False,Fokker
91,91,Junkers F-13,False,Junkers
92,92,De Havilland DH-4,False,De
93,93,Breguet 14,False,Breguet
94,94,De Havilland DH-4,False,De
95,95,de Havilland DH-34B,False,de
96,96,Junkers F-13,False,Junkers
97,97,Breguet 14,False,Breguet
98,98,Fokker (KLM)  F.III,False,Fokker
99,99,Lioré-et-Olivier LeO H-13,False,Lioré-et-Olivier
100,100,Breguet 14,False,Breguet
101,101,Potez IX,False,Potez
102,102,Dirigible ZR-1 Shenandoah (airship),False,Dirigible
103,103,Spad 33,False,Spad
104,104,De Havilland DH-4,False,De
105,105,Breguet 14,False,Breguet
106,106,Farman F-60 Goliath,False,Farman
107,107,Curtiss Carrier Pigeon,False,Curtiss
108,108,Junkers F-13,False,Junkers
109,109,Breguet 14,False,Breguet
110,110,Caudron C-61,False,Caudron
111,111,Fokker F7,False,Fokker
112,112,Junkers F-13,False,Junkers
113,113,Bleriot 155,False,Bleriot
114,114,Sikorsky S-25,False,Sikorsky
115,115,Bleriot 155,False,Bleriot
116,116,Fokker FG III,False,Fokker
117,117,Handley Page W-10,False,Handley
118,118,Breguet 14,False,Breguet
119,119,Ryan M-1,False,Ryan
120,120,Fokker F-VII,False,Fokker
121,121,Breguet 14,False,Breguet
122,122,de Havilland DH-9C,False,de
123,123,SwallowSwallow,False,SwallowSwallow
124,124,Fokker FG III,False,Fokker
125,125,Douglas M-4,False,Douglas
126,126,SPCA Meteore 63,False,SPCA
127,127,Junkers F-13,False,Junkers
128,128,Fokker F-VIII,False,Fokker
129,129,Fokker Universal,False,Fokker
130,130,Fokker F-VII,False,Fokker
131,131,Fokker F7,False,Fokker
132,132,Dornier Merkur,False,Dornier
133,133,Breguet 14,False,Breguet
134,134,Fairchild FC-2,False,Fairchild
135,135,Farman F-121 Jabiru,False,Farman
136,136,Junkers F-13,False,Junkers
137,137,Douglas M-4,False,Douglas
138,138,Breguet 14,False,Breguet
139,139,Latécoère 23 (flying boat),False,Latécoère
140,140,Fairchild FC-2,False,Fairchild
141,141,Latecoere 25,False,Latecoere
142,142,Breguet 14,False,Breguet
143,143,Breguet 14,False,Breguet
144,144,Breguet 14,False,Breguet
145,145,Boeing 40,False,Boeing
146,146,Farman F-60 Goliath,False,Farman
147,147,Boeing 40,False,Boeing
148,148,Rohrbach Roland,False,Rohrbach
149,149,Latecoere 26,False,Latecoere
150,150,Ford 4,False,Ford
151,151,Junkers F-13,False,Junkers
152,152,AEGK,False,AEGK
153,153,Douglas M-4,False,Douglas
154,154,Junkers F-13,False,Junkers
155,155,Vickers 74 Vulcan,False,Vickers
156,156,Fokker (KLM) F.III,False,Fokker
157,157,Ford 4-AT-B Tri Motor,False,Ford
158,158,Bleriot Spad 33,False,Bleriot
159,159,de Havilland DH.50J,False,de
160,160,Fokker Super Universal,False,Fokker
161,161,Fokker FG III,False,Fokker
162,162,Breguet 14,False,Breguet
163,163,Douglas M-4,False,Douglas
164,164,Bleriot Spad 56,False,Bleriot
165,165,Latecoere 32,False,Latecoere
166,166,Hamilton H-47,False,Hamilton
167,167,Travel Air 4000,False,Travel
168,168,Douglas M-4,False,Douglas
169,169,Ford 4-AT-B Tri Motor,False,Ford
170,170,Dornier Wal,False,Dornier
171,171,Ford Tri-motor 4,False,Ford
172,172,Junkers G-31,False,Junkers
173,173,Douglas M-4,False,Douglas
174,174,Fairchild FC-2,False,Fairchild
175,175,Blériot Spad 66,False,Blériot
176,176,Fairchild FC-2,False,Fairchild
177,177,Stearman C-38,False,Stearman
178,178,CMASA Wal,False,CMASA
179,179,Latecoere 26,False,Latecoere
180,180,Travel Air 4000,False,Travel
181,181,Ford 5-AT-B Tri Motor,False,Ford
182,182,Fokker F-VIIA,False,Fokker
183,183,Ford 5-AT-B Tri-Motor / B-PW-9D,False,Ford
184,184,Ford Tri-motor 4,False,Ford
185,185,Fokker F-III,False,Fokker
186,186,Cams 53,False,Cams
187,187,Fokker F-X,False,Fokker
188,188,Breguet 14,False,Breguet
189,189,Handley Page W-10,False,Handley
190,190,Ford 5-AT-B Tri-Motor,False,Ford
191,191,Domier Delphin III (flying boat),False,Domier
192,192,Travel Air 4000,False,Travel
193,193,Lockheed 5 Vega,False,Lockheed
194,194,Kalinin K-4,False,Kalinin
195,195,Fokker FG II,False,Fokker
196,196,Lockheed Vega,False,Lockheed
197,197,Ford 5-AT-B Tri Motor,False,Ford
198,198,de Havilland DH-66 Hercules,False,de
199,199,Latecoere 25,False,Latecoere
200,200,Travel Air 6000,False,Travel
201,201,Pitcairn PA-6 Mailwing,False,Pitcairn
202,202,Latecoere 25-3-R,False,Latecoere
203,203,Fairchild 71,False,Fairchild
204,204,Short Calcutta (flying boat),False,Short
205,205,Stearman C-38,False,Stearman
206,206,Loening C-2C,False,Loening
207,207,Lockheed Vega 5,False,Lockheed
208,208,Junkers G-24,False,Junkers
209,209,Liore et Olivier 190,False,Liore
210,210,Savoia Marchetti S55,False,Savoia
211,211,Stearman M-2 Speedmail,False,Stearman
212,212,Douglas M-3,False,Douglas
213,213,Arado V1,False,Arado
214,214,Travel Air B6000,False,Travel
215,215,Boeing 95,False,Boeing
216,216,Farman 190,False,Farman
217,217,Ford 5-AT-C Tri Motor,False,Ford
218,218,Latecoere 25,False,Latecoere
219,219,Travel Air A6000A,False,Travel
220,220,Pitcairn PA-6 Mailwing,False,Pitcairn
221,221,Farman F-63,False,Farman
222,222,Fairchild 71,False,Fairchild
223,223,Latecoere 28,False,Latecoere
224,224,Ford Tri-Motor 5,False,Ford
225,225,Dornier Wal,False,Dornier
226,226,Lockheed Vega 5,False,Lockheed
227,227,Junkers F-13ge,False,Junkers
228,228,Ford 5-AT-C Tri Motor,False,Ford
229,229,Sabca F-VII,False,Sabca
230,230,Boeing 40,False,Boeing
231,231,Royal Airship Works R-101,False,Royal
232,232,Messerschmitt M-20B,False,Messerschmitt
233,233,Latecoere 28,False,Latecoere
234,234,de Havilland DH.80 Puss Moth,False,de
235,235,Lockheed Vega,False,Lockheed
236,236,Handley Page W-8,False,Handley
237,237,Pitcairn PA-6 Mailwing,False,Pitcairn
238,238,Junkers G-24,False,Junkers
239,239,Boeing 40,False,Boeing
240,240,Loening C-W Air Yaht,False,Loening
241,241,Fokker F-VII,False,Fokker
242,242,Boeing 40,False,Boeing
243,243,Desoutter II,False,Desoutter
244,244,Fokker Universal F-14,False,Fokker
245,245,Latecoere 32,False,Latecoere
246,246,Avro 10,False,Avro
247,247,Fokker F10A Trimotor,False,Fokker
248,248,Messerschmitt M-20,False,Messerschmitt
249,249,Boeing 40,False,Boeing
250,250,Junkers W-34,False,Junkers
251,251,Boeing 95,False,Boeing
252,252,Fokker F-VIIB,False,Fokker
253,253,Lockheed Vega 2,False,Lockheed
254,254,Dornier Merkur,False,Dornier
255,255,Lockheed Vega,False,Lockheed
256,256,Lasco Lascowl,False,Lasco
257,257,Pitcairn PA-6 Mailwing,False,Pitcairn
258,258,Fokker F-VII,False,Fokker
259,259,Ford 5-AT-C Tri Motor,False,Ford
260,260,Lockheed Vega,False,Lockheed
261,261,Fokker F-VIIb-3m,False,Fokker
262,262,Boeing 40,False,Boeing
263,263,Heinkel HE-2,False,Heinkel
264,264,Dornier Wal,False,Dornier
265,265,Lockheed Orion 9,False,Lockheed
266,266,De Havilland DH.80,False,De
267,267,Boeing 40,False,Boeing
268,268,Stinson,False,Stinson
269,269,Boeing 40,False,Boeing
270,270,Lockheed Vega 5,False,Lockheed
271,271,Fokker F-VIIb-3M,False,Fokker
272,272,CAMS 56,False,CAMS
273,273,Fairchild Pilgrim 100A,False,Fairchild
274,274,Stinson SM-2A,False,Stinson
275,275,Stinson SM-6000B,False,Stinson
276,276,Fairchild,False,Fairchild
277,277,Boeing 40,False,Boeing
278,278,Stearman C-3MB,False,Stearman
279,279,Latecoere 28,False,Latecoere
280,280,Stinson SM-6000B,False,Stinson
281,281,Fokker F-10A,False,Fokker
282,282,Northrop Alpha 3,False,Northrop
283,283,Farman F-190,False,Farman
284,284,Boeing 95,False,Boeing
285,285,Stearman C-3MB,False,Stearman
286,286,Boeing 40,False,Boeing
287,287,Boeing 40,False,Boeing
288,288,Ford 5-AT-C Tri Motor,False,Ford
289,289,CAMS 53,False,CAMS
290,290,Junkers G-23,False,Junkers
291,291,Fokker F-10,False,Fokker
292,292,Liore-et-Olivier 213,False,Liore-et-Olivier
293,293,De Havilland DH-80,False,De
294,294,Latecoere 28,False,Latecoere
295,295,Ford Tri-motor 5,False,Ford
296,296,Junkers W-33,False,Junkers
297,297,Junkers F-13,False,Junkers
298,298,Travel Air 6000,False,Travel
299,299,Ford 5,False,Ford
300,300,Boeing 40,False,Boeing
301,301,De Havilland DH-60,False,De
302,302,CAMS 53,False,CAMS
303,303,Curtiss Condor 18,False,Curtiss
304,304,Stearman 4,False,Stearman
305,305,Stearman 4,False,Stearman
306,306,Ford 5-AT-D,False,Ford
307,307,Fairchild FC-2W,False,Fairchild
308,308,Lockheed Orion 9,False,Lockheed
309,309,Armstrong Whitworth Argosy II,False,Armstrong
310,310,Junkers F-13,False,Junkers
311,311,Goodyear-Zeppelin U.S.S. Akron (airship),False,Goodyear-Zeppelin
312,312,Cams 53-1,False,Cams
313,313,Junkers W-34,False,Junkers
314,314,Latecoere 28-1,False,Latecoere
315,315,Pitcairns PA-6,False,Pitcairns
316,316,Sikorsky S-38B (flying boat),False,Sikorsky
317,317,CMASA Wal (flying boat),False,CMASA
318,318,Ford 5-AT-B Tri Motor,False,Ford
319,319,Farman F-306,False,Farman
320,320,Boeing 247,False,Boeing
321,321,Farman F-301,False,Farman
322,322,Boeing 247,False,Boeing
323,323,Northrop Delta,False,Northrop
324,324,Stinson,False,Stinson
325,325,Kalinin K-7,False,Kalinin
326,326,Boeing 247,False,Boeing
327,327,Focke-Wulf A-17,False,Focke-Wulf
328,328,Junkers W-34,False,Junkers
329,329,Avro 10,False,Avro
330,330,Dewoitine D-332,False,Dewoitine
331,331,Breguet 280T,False,Breguet
332,332,Boeing 247,False,Boeing
333,333,Latécoère 28,False,Latécoère
334,334,Fairchild Pilgrim 100A,False,Fairchild
335,335,Sikorsky S-38 Flying Boat,False,Sikorsky
336,336,Ford 5-AT-C Tri-Motor,False,Ford
337,337,Sikorsky S-38BB,False,Sikorsky
338,338,Wibault 282T,False,Wibault
339,339,Liore-et-Olivier 213,False,Liore-et-Olivier
340,340,Curtiss Condor T-32,False,Curtiss
341,341,Ford 5-AT-C Tri-Motor,False,Ford
342,342,Dornier Merkur,False,Dornier
343,343,Lockheed Orion,False,Lockheed
344,344,Lockheed Vega,False,Lockheed
345,345,Curtiss AT-32C Condor,False,Curtiss
346,346,Latecoere 26,False,Latecoere
347,347,Sikorsky S-38B,False,Sikorsky
348,348,Stinson  SM-6000B,False,Stinson
349,349,de havilland 89 Dragon Rapide,False,de
350,350,de Havilland DH-50A,False,de
351,351,de Havilland DH-86,False,de
352,352,De Havilland DH-61,False,De
353,353,Stinson SM-6000-B,False,Stinson
354,354,de Havilland DH-86,False,de
355,355,Junkers F-13,False,Junkers
356,356,Lockheed Vega 5C,False,Lockheed
357,357,Ford 4-AT-E Tri-motor,False,Ford
358,358,Douglas DC-2-115A,False,Douglas
359,359,Lockheed Orion 9D,False,Lockheed
360,360,Tupolev ANT-9,False,Tupolev
361,361,Wapiti,False,Wapiti
362,362,Consolidated Fleetster,False,Consolidated
363,363,Junkers JU-52/3m,False,Junkers
364,364,Goodyear-Zeppelin U.S.S. Macon (airship),False,Goodyear-Zeppelin
365,365,Rochrbach Roland,False,Rochrbach
366,366,de Havilland Dragon 1,False,de
367,367,Junkers F-13,False,Junkers
368,368,Farman F-300,False,Farman
369,369,Fokker F-12,False,Fokker
370,370,Lockheed Vega,False,Lockheed
371,371,Douglas DC-2-112,False,Douglas
372,372,Tupolev ANT-20 / I-5,False,Tupolev
373,373,Ford model 4-AT-E,False,Ford
374,374,Boeing 221,False,Boeing
375,375,Stinson SM6000B Tri-motor,False,Stinson
376,376,,,
377,377,Ford Tri-Motor / Ford Tri-Motor,False,Ford
378,378,Fokker F-XXII,False,Fokker
379,379,General 102-E,False,General
380,380,Douglas DC-2,False,Douglas
381,381,de Havilland DH-84 Dragon,False,de
382,382,Junkers W-34,False,Junkers
383,383,Savoia-Marchetti S-66,False,Savoia-Marchetti
384,384,Sikorsky S-38B,False,Sikorsky
385,385,Stinson Model A,False,Stinson
386,386,Lockheed Orion 9E Explorer float plane,False,Lockheed
387,387,"Waco, model YLC",False,"Waco,"
388,388,Boeing 247,False,Boeing
389,389,Ford Tri-Motor,False,Ford
390,390,de Havilland DH-86,False,de
391,391,Boeing 247D,False,Boeing
392,392,Junkers F-13,False,Junkers
393,393,Curtiss AT-32C Condor,False,Curtiss
394,394,Boeing B-247-D,False,Boeing
395,395,Latécoère 28-1,False,Latécoère
396,396,Lockheed Vega,False,Lockheed
397,397,Short S-17 Kent,False,Short
398,398,Latecoere 28,False,Latecoere
399,399,Caudron C-630 Simoun,False,Caudron
400,400,Savoia-Marchetti SM73,False,Savoia-Marchetti
401,401,Heinkel He-70,False,Heinkel
402,402,Short S-8 Calcutta flying boat,False,Short
403,403,Junkers JU-52,False,Junkers
404,404,Douglas DC-2-120,False,Douglas
405,405,Junkers JU-52,False,Junkers
406,406,CAMS 53,False,CAMS
407,407,Vultee V-1,False,Vultee
408,408,Latecoere 301 (flying boat),False,Latecoere
409,409,Dormier Do-J-Iif Bos Wal flying boat,False,Dormier
410,410,Ford 5-AT-D Tri-Motor,False,Ford
411,411,Fairchild FC-2,False,Fairchild
412,412,Ford 5-AT-B Tri Motor,False,Ford
413,413,Stinson Model A,False,Stinson
414,414,Douglas DC-2-112,False,Douglas
415,415,Sikorsky S-42A  Flying Boat,False,Sikorsky
416,416,OFM F-VIIb/3m,False,OFM
417,417,Junkers JU-52,False,Junkers
418,418,Fokker F-VII,False,Fokker
419,419,General Aviation GA-43,False,General
420,420,De Havilland DH-60 Moth,False,De
421,421,Fokker F-XXII,False,Fokker
422,422,Junkers JU-160,False,Junkers
423,423,Junkers JU-52/3m,False,Junkers
424,424,Spartan Cruiser,False,Spartan
425,425,Tupolev ANT-9,False,Tupolev
426,426,Saro A-19 Cloud,False,Saro
427,427,Wibault 280,False,Wibault
428,428,Lockheed 9 Orion,False,Lockheed
429,429,Lockheed 10B Electra,False,Lockheed
430,430,Junkers F-13,False,Junkers
431,431,De Havilland DH-86,False,De
432,432,Short S-17 Kent,False,Short
433,433,Stinson SM 6000B,False,Stinson
434,434,CRDA CANT Z-506,False,CRDA
435,435,Boulton and Paul P-71,False,Boulton
436,436,Lockheed  5 Vega,False,Lockheed
437,437,Lockheed Vega 5C,False,Lockheed
438,438,Lockheed Orion,False,Lockheed
439,439,Blackburn B-2,False,Blackburn
440,440,Junkers JU-52,False,Junkers
441,441,Junkers JU-52/3m,False,Junkers
442,442,Fokker F-XII,False,Fokker
443,443,Junkers JU-52/3m,False,Junkers
444,444,Antonov AN-9,False,Antonov
445,445,Latécoère 300 (float plane.,False,Latécoère
446,446,Douglas DC-2-115E,False,Douglas
447,447,Boeing 247D,False,Boeing
448,448,Lockheed 10 Electra,False,Lockheed
449,449,Douglas DC-2-112,False,Douglas
450,450,Lockheed 10 Electra,False,Lockheed
451,451,Douglas DC-2,False,Douglas
452,452,Boeing 247D,False,Boeing
453,453,Lockheed 10E Electra,False,Lockheed
454,454,Boeing 247D,False,Boeing
455,455,Sabca S-73,False,Sabca
456,456,Douglas DC-3A,False,Douglas
457,457,Stinson Model A,False,Stinson
458,458,Heinkel He-111V2,False,Heinkel
459,459,Short  S-23 (flying boat),False,Short
460,460,Douglas DC-2-112,False,Douglas
461,461,Junkers JU-52/3m,False,Junkers
462,462,Zeppelin LZ-129,False,Zeppelin
463,463,Heinkel He-70,False,Heinkel
464,464,Sirkorsky S-43 (flying boat),False,Sirkorsky
465,465,Travel Air 6000,False,Travel
466,466,Lockheed 10E Electra,False,Lockheed
467,467,Douglas DC-2-115L,False,Douglas
468,468,Savoia-Marchetti SM73,False,Savoia-Marchetti
469,469,Sikorsky S-43,False,Sikorsky
470,470,Douglas DC-2,False,Douglas
471,471,Sikorsky S-43,False,Sikorsky
472,472,Douglas DC-2,False,Douglas
473,473,Douglas DC-2,False,Douglas
474,474,Stinson SR-7 Reliant,False,Stinson
475,475,Short Empire flying boat,False,Short
476,476,Douglas DC-3,False,Douglas
477,477,Douglas DC-3,False,Douglas
478,478,Dewoitine D-333,False,Dewoitine
479,479,Lockheed 10 Electra,False,Lockheed
480,480,Heinkel He-111,False,Heinkel
481,481,Lockhed 10 Electra,False,Lockhed
482,482,Junkers JU-52/3m,False,Junkers
483,483,Junkers JU-52,False,Junkers
484,484,Junkers JU-52,False,Junkers
485,485,Short Empire Flying Boat,False,Short
486,486,Short S-23 (flying boat),False,Short
487,487,Potez 621,False,Potez
488,488,Wibault 283-T12,False,Wibault
489,489,Junkers JU-38,False,Junkers
490,490,Lockheed 14H Super Electra,False,Lockheed
491,491,Sikorsky S-42 (flying boat),False,Sikorsky
492,492,Stinson Reliant SR-9,False,Stinson
493,493,Consolidated PBY-2 / Consolidated PBY-2,False,Consolidated
494,494,V6 (airship),False,V6
495,495,Lockheed 10 Electra,False,Lockheed
496,496,Lioré-et-Olivier H-242,False,Lioré-et-Olivier
497,497,Cant Z-506,False,Cant
498,498,Junkers JU.52,False,Junkers
499,499,Douglas DC-2-112,False,Douglas
500,500,Potez 621,False,Potez
501,501,De Havilland DH-60,False,De
502,502,Dewoitine D-338,False,Dewoitine
503,503,Junkers JU-52,False,Junkers
504,504,Lockheed Vega 5B,False,Lockheed
505,505,Lockheed 10 Electra,False,Lockheed
506,506,Lockheed 14-H2 Super Electra,False,Lockheed
507,507,Junkers JU-52/3m,False,Junkers
508,508,Douglas DST-A-207A,False,Douglas
509,509,Fairchild 51,False,Fairchild
510,510,Heinkel 116,False,Heinkel
511,511,De Havilland DH-85,False,De
512,512,Douglas DC-2,False,Douglas
513,513,Lockheed 14 Super Electra,False,Lockheed
514,514,Savoia Marchetti S-66,False,Savoia
515,515,Douglas DC-2,False,Douglas
516,516,Lockheed 14H Super Electra,False,Lockheed
517,517,Armstrong-Withworth Atlanta,False,Armstrong-Withworth
518,518,Martin M-130 (flying boat),False,Martin
519,519,Ford Tri-motor F-VIII,False,Ford
520,520,Douglas DF-151,False,Douglas
521,521,Lockheed 10E Electra,False,Lockheed
522,522,Savoia-Marchetti SM73,False,Savoia-Marchetti
523,523,Junkers JU-52/3m,False,Junkers
524,524,Lockheed 14 Super Electra,False,Lockheed
525,525,Macchi C-94,False,Macchi
526,526,Douglas DC-2,False,Douglas
527,527,Unknown / Unknown,False,Unknown
528,528,Ford Tri-motor,False,Ford
529,529,De Havilland DH-84,False,De
530,530,Dornier DO.18 (float plane),False,Dornier
531,531,Junkers JU-52/3m,False,Junkers
532,532,Savbia-Marchetti  S-73P,False,Savbia-Marchetti
533,533,Douglas DC-2-112,False,Douglas
534,534,Lockheed 14 Electra,False,Lockheed
535,535,de Havilland DH-86,False,de
536,536,Douglas DC-3,False,Douglas
537,537,Lockheed 14 Electra,False,Lockheed
538,538,Junkers JU90V2,False,Junkers
539,539,Short Empire Flying Boat,False,Short
540,540,Douglas DC 3-A-SB-3-G-14,False,Douglas
541,541,Lockheed 10E Electra,False,Lockheed
542,542,Nakajima A-T2,False,Nakajima
543,543,Lockheed 14-WF62 Super Electra,False,Lockheed
544,544,Short S23 ‘C’ Class flying boat,False,Short
545,545,Douglas DC-2-115B,False,Douglas
546,546,Junkers JU-52/3m,False,Junkers
547,547,Lockheed 14-H Super Electra,False,Lockheed
548,548,Lockheed 14 Electra,False,Lockheed
549,549,Short S-23 (flying boat),False,Short
550,550,Fairchild 71(amphibious),False,Fairchild
551,551,Junkers JU-52/3m,False,Junkers
552,552,Junkers JU-52,False,Junkers
553,553,Junkers JU-86,False,Junkers
554,554,Boeing 307 Stratoliner,False,Boeing
555,555,Douglas DC-2-112,False,Douglas
556,556,Caudron C.635 Simoun,False,Caudron
557,557,Short S-23 Empire Flying Boat,False,Short
558,558,Dewoitine D-338,False,Dewoitine
559,559,Curtiss-Wright C-14 Osprey,False,Curtiss-Wright
560,560,Douglas DC-2,False,Douglas
561,561,Koolhoven FK.43,False,Koolhoven
562,562,de Havilland DH.89 Dragon Rapide,False,de
563,563,Junkers JU86 Z-2,False,Junkers
564,564,Junkers JU-52/3m,False,Junkers
565,565,Sikorsky S43 (flying boat),False,Sikorsky
566,566,Lockheed 10 Electra,False,Lockheed
567,567,De Havilland D-84,False,De
568,568,Junkers JU-52/3m,False,Junkers
569,569,Douglas DC-3,False,Douglas
570,570,Junkers W-34,False,Junkers
571,571,Airspeed Oxford,False,Airspeed
572,572,Junkers JU-52,False,Junkers
573,573,Lockheed 14 Super Electra,False,Lockheed
574,574,Savoia-Marchetti SM83,False,Savoia-Marchetti
575,575,Lockheed 14 Super Electra,False,Lockheed
576,576,Savoia-Marchetti SM-75,False,Savoia-Marchetti
577,577,Boeing 247D,False,Boeing
578,578,Handley Page HP-42,False,Handley
579,579,Savoia Marchetti SM 73,False,Savoia
580,580,Lockheed 14 Super Electra,False,Lockheed
581,581,Douglas DC-5,False,Douglas
582,582,Junkers JU-52/3mge,False,Junkers
583,583,Dewoitine D-338,False,Dewoitine
584,584,Dewoitine D-338,False,Dewoitine
585,585,Douglas DC-2-115H,False,Douglas
586,586,Lockheed Hudson A16-97,False,Lockheed
587,587,Lockheed 10 Electra,False,Lockheed
588,588,Douglas DC-3,False,Douglas
589,589,Douglas DC-3,False,Douglas
590,590,Lockheed 10 Electra,False,Lockheed
591,591,Douglas DC-2,False,Douglas
592,592,Douglas DC-3,False,Douglas
593,593,Junkers Ju-52/3m,False,Junkers
594,594,Douglas DC-3,False,Douglas
595,595,Junkers Ju53/2m,False,Junkers
596,596,Junkers JU-90A-1,False,Junkers
597,597,Farman F-224,False,Farman
598,598,Douglas DC-3A,False,Douglas
599,599,Savoia-Marchetti SM.75,False,Savoia-Marchetti
600,600,Savoia-Marchetti SM-83,False,Savoia-Marchetti
601,601,Savoia-Marchetti SM-75,False,Savoia-Marchetti
602,602,Junkers JU-52/3m,False,Junkers
603,603,Ford 5-AT Tri-Motor,False,Ford
604,604,Douglas DC-3-3,False,Douglas
605,605,Lockheed 14-H2 Super Electra,False,Lockheed
606,606,Douglas DC-3,False,Douglas
607,607,Junkers JU-52/3m,False,Junkers
608,608,Lockheed 18 Lodestar,False,Lockheed
609,609,de Havilland DH-84 Dragon,False,de
610,610,Douglas DC-3,False,Douglas
611,611,Mitsubishi MC-20,False,Mitsubishi
612,612,Macchi C.100,False,Macchi
613,613,Consolidated LB-30A Liberator,False,Consolidated
614,614,Consolidated LB-30A Liberator,False,Consolidated
615,615,Lockheed 18 LodeStar,False,Lockheed
616,616,de Havilland DH.80 Puss Moth,False,de
617,617,Consolidated 32-2 Liberator I,False,Consolidated
618,618,Bloch 220,False,Bloch
619,619,Sikorsky S-42B (flying boat),False,Sikorsky
620,620,Junkers JU-53/3m,False,Junkers
621,621,Douglas DC-3,False,Douglas
622,622,Douglas DC-3,False,Douglas
623,623,Tupolev ANT-6,False,Tupolev
624,624,,,
625,625,Tupolev ANT-6,False,Tupolev
626,626,Short S-23 Empire Flying Boat,False,Short
627,627,Douglas DC-3,False,Douglas
628,628,Lockheed Hudson,False,Lockheed
629,629,Grumman G-21 Goose,False,Grumman
630,630,Short S-23 (flying boat),False,Short
631,631,Consolidated Liberator,False,Consolidated
632,632,Douglas DC-2,False,Douglas
633,633,deHavilland DH-86,False,deHavilland
634,634,Short S-23 (flying boat),False,Short
635,635,Douglas DC-3,False,Douglas
636,636,Consolidated B-24 Liberator,False,Consolidated
637,637,Douglas DC-2-221,False,Douglas
638,638,Lockheed 14 Electra,False,Lockheed
639,639,Douglas DST-A-207A,False,Douglas
